Total Time (s),Cycle Elapsed Time (s),Total Cycles,Elapsed Cycles,Step,Total Cycle Count(8800MTB25266 Linear Waveform),Position (mm),Force (kN),Strain 1 (%),Unnamed: 9,Stress
8.163,8.163,1,1,1,0.5,26.40692942,-12.59944079,-0.656640186,,-641.68425
8.172,8.172,1,1,1,0.5,26.40613622,-12.60194514,-0.659298656,,-641.8117959
8.184,8.184,1,1,1,0.5,26.40548244,-12.60102458,-0.665588603,,-641.7649121
8.193,8.193,1,1,1,0.5,26.40572057,-12.60370286,-0.666480394,,-641.9013154
8.202,8.202,1,1,1,0.5,26.40582053,-12.60250914,-0.666997171,,-641.8405202
8.211,8.211,1,1,1,0.5,26.40516044,-12.60379387,-0.667759736,,-641.9059506
8.22,8.22,1,1,1,0.5,26.40539273,-12.60330097,-0.670680096,,-641.8808478
8.229,8.229,1,1,1,0.5,26.40425218,-12.60413866,-0.674102217,,-641.923511
8.238,8.238,1,1,1,0.5,26.40451599,-12.60475494,-0.676886008,,-641.9548975
8.247,8.247,1,1,1,0.5,26.40361858,-12.60413825,-0.67938937,,-641.9234898
8.256,8.256,1,1,1,0.5,26.40396789,-12.60537476,-0.681824511,,-641.9864647
8.265,8.265,1,1,1,0.5,26.40340911,-12.60597153,-0.681923578,,-642.0168579
8.274,8.274,1,1,1,0.5,26.40297085,-12.60636053,-0.682094755,,-642.0366694
8.283,8.283,1,1,1,0.5,26.40293698,-12.60718224,-0.684618775,,-642.0785193
8.292,8.292,1,1,1,0.5,26.40219347,-12.60706006,-0.687182835,,-642.0722963
8.301,8.301,1,1,1,0.5,26.40261055,-12.60732093,-0.690297156,,-642.0855825
8.31,8.31,1,1,1,0.5,26.40147537,-12.60764283,-0.692975924,,-642.1019767
8.319,8.319,1,1,1,0.5,26.40208763,-12.60767533,-0.695772662,,-642.103632
8.321,8.321,1,1,1,0.5,26.40229545,-12.60974119,-0.69288854,,-642.2088454
8.33,8.33,1,1,1,0.5,26.40078928,-12.60851955,-0.693979995,,-642.1466277
8.339,8.339,1,1,1,0.5,26.40095939,-12.60708992,-0.696558334,,-642.0738174
8.348,8.348,1,1,1,0.5,26.40057475,-12.60803551,-0.699785768,,-642.1219758
8.357,8.357,1,1,1,0.5,26.40006335,-12.60585188,-0.702463955,,-642.0107643
8.366,8.366,1,1,1,0.5,26.40057751,-12.60606315,-0.705043795,,-642.0215245
8.375,8.375,1,1,1,0.5,26.39997312,-12.60525227,-0.707232986,,-641.9802265
8.384,8.384,1,1,1,0.5,26.39978771,-12.6047101,-0.707013412,,-641.9526141
8.393,8.393,1,1,1,0.5,26.39940704,-12.6038051,-0.707164321,,-641.9065225
8.402,8.402,1,1,1,0.5,26.39940542,-12.60321411,-0.708442945,,-641.8764236
8.411,8.411,1,1,1,0.5,26.39918565,-12.60285965,-0.711426951,,-641.8583715
8.42,8.42,1,1,1,0.5,26.39936273,-12.60304207,-0.714179559,,-641.8676621
8.429,8.429,1,1,1,0.5,26.39880375,-12.60079481,-0.716896169,,-641.7532101
8.438,8.438,1,1,1,0.5,26.39840478,-12.60046313,-0.719153923,,-641.7363176
8.447,8.447,1,1,1,0.5,26.3984004,-12.60142687,-0.719779295,,-641.7854006
8.456,8.456,1,1,1,0.5,26.3983044,-12.60192842,-0.719471384,,-641.8109441
8.465,8.465,1,1,1,0.5,26.39735054,-12.60036903,-0.720125121,,-641.731525
8.474,8.474,1,1,1,0.5,26.39798558,-12.60104429,-0.722816884,,-641.765916
8.483,8.483,1,1,1,0.5,26.39794442,-12.60065401,-0.725668112,,-641.7460388
8.492,8.492,1,1,1,0.5,26.39717355,-12.60016769,-0.728006518,,-641.7212711
8.501,8.501,1,1,1,0.5,26.39718091,-12.59921303,-0.730402428,,-641.6726504
8.51,8.51,1,1,1,0.5,26.39649136,-12.59795169,-0.731250014,,-641.608411
8.519,8.519,1,1,1,0.5,26.3968691,-12.60035741,-0.731257147,,-641.7309331
8.528,8.528,1,1,1,0.5,26.39667333,-12.59837964,-0.731156777,,-641.6302061
8.537,8.537,1,1,1,0.5,26.39606367,-12.59864192,-0.733115753,,-641.6435641
8.546,8.546,1,1,1,0.5,26.39602252,-12.59775663,-0.735784098,,-641.5984766
8.555,8.555,1,1,1,0.5,26.39505273,-12.59841399,-0.73827844,,-641.6319558
8.564,8.564,1,1,1,0.5,26.39548154,-12.59589736,-0.740634537,,-641.5037848
8.573,8.573,1,1,1,0.5,26.39480312,-12.59599604,-0.74244087,,-641.5088107
8.582,8.582,1,1,1,0.5,26.39493646,-12.59733725,-0.742593328,,-641.5771176
8.591,8.591,1,1,1,0.5,26.39469282,-12.59627237,-0.741818642,,-641.5228838
8.6,8.6,1,1,1,0.5,26.39422168,-12.59624874,-0.743099047,,-641.5216807
8.609,8.609,1,1,1,0.5,26.3947453,-12.59529463,-0.745602336,,-641.473088
8.618,8.618,1,1,1,0.5,26.39447192,-12.59404124,-0.748010714,,-641.4092532
8.627,8.627,1,1,1,0.5,26.39373564,-12.59398859,-0.7498763,,-641.4065721
8.636,8.636,1,1,1,0.5,26.39367036,-12.59412416,-0.752428461,,-641.4134764
8.645,8.645,1,1,1,0.5,26.39356518,-12.59407848,-0.753244942,,-641.4111502
8.654,8.654,1,1,1,0.5,26.39379047,-12.59369401,-0.752574207,,-641.391569
8.663,8.663,1,1,1,0.5,26.39236578,-12.59402246,-0.752890788,,-641.4082969
8.672,8.672,1,1,1,0.5,26.39296748,-12.59186838,-0.754263031,,-641.2985905
8.681,8.681,1,1,1,0.5,26.39274335,-12.59233635,-0.75691519,,-641.3224243
8.69,8.69,1,1,1,0.5,26.39232175,-12.59011969,-0.75926552,,-641.2095303
8.7,8.7,1,1,1,0.5,26.39291292,-12.59035102,-0.762129179,,-641.2213119
8.709,8.709,1,1,1,0.5,26.39187667,-12.58985254,-0.761157067,,-641.1959249
8.718,8.718,1,1,1,0.5,26.39253129,-12.5892439,-0.761213696,,-641.164927
8.727,8.727,1,1,1,0.5,26.39169643,-12.58848014,-0.762020919,,-641.1260291
8.736,8.736,1,1,1,0.5,26.39184645,-12.58739164,-0.764356079,,-641.0705919
8.745,8.745,1,1,1,0.5,26.39180576,-12.58535731,-0.766829768,,-640.9669847
8.754,8.754,1,1,1,0.5,26.39134016,-12.58383051,-0.768577508,,-640.8892252
8.763,8.763,1,1,1,0.5,26.39135285,-12.58249511,-0.770574081,,-640.8212137
8.772,8.772,1,1,1,0.5,26.39168715,-12.58270054,-0.771073953,,-640.8316763
8.781,8.781,1,1,1,0.5,26.39140451,-12.58094641,-0.770171822,,-640.7423394
8.79,8.79,1,1,1,0.5,26.39059663,-12.58011514,-0.770085008,,-640.7000028
8.799,8.799,1,1,1,0.5,26.3912972,-12.57724509,-0.771670462,,-640.5538324
8.808,8.808,1,1,1,0.5,26.39044324,-12.57625736,-0.774572408,,-640.5035278
8.817,8.817,1,1,1,0.5,26.39065347,-12.57388715,-0.776121144,,-640.3828139
8.826,8.826,1,1,1,0.5,26.39050338,-12.57217489,-0.778260777,,-640.2956093
8.835,8.835,1,1,1,0.5,26.38982386,-12.57135241,-0.779458632,,-640.2537206
8.844,8.844,1,1,1,0.5,26.39080143,-12.5699737,-0.778680524,,-640.1835036
8.853,8.853,1,1,1,0.5,26.3895901,-12.56614267,-0.778108191,,-639.9883911
8.862,8.862,1,1,1,0.5,26.39030014,-12.56457818,-0.77902573,,-639.9087121
8.871,8.871,1,1,1,0.5,26.38989409,-12.5634233,-0.780981493,,-639.8498944
8.88,8.88,1,1,1,0.5,26.38954963,-12.56053338,-0.782885548,,-639.7027122
8.889,8.889,1,1,1,0.5,26.38929629,-12.55904508,-0.78502527,,-639.6269136
8.898,8.898,1,1,1,0.5,26.38926446,-12.55663221,-0.78670729,,-639.5040272
8.907,8.907,1,1,1,0.5,26.38959784,-12.55475017,-0.78677567,,-639.4081756
8.916,8.916,1,1,1,0.5,26.38883934,-12.55410673,-0.785512983,,-639.3754055
8.925,8.925,1,1,1,0.5,26.38948313,-12.55064542,-0.785123601,,-639.1991222
8.934,8.934,1,1,1,0.5,26.38907625,-12.54950448,-0.786847187,,-639.1410148
8.943,8.943,1,1,1,0.5,26.38838347,-12.54551492,-0.788854911,,-638.9378283
8.952,8.952,1,1,1,0.5,26.38843207,-12.54352144,-0.790943253,,-638.8363013
8.961,8.961,1,1,1,0.5,26.38877001,-12.54207471,-0.792260914,,-638.7626197
8.97,8.97,1,1,1,0.5,26.38908064,-12.53983097,-0.793489097,,-638.648347
8.979,8.979,1,1,1,0.5,26.38821457,-12.53791631,-0.79217025,,-638.5508343
8.988,8.988,1,1,1,0.5,26.38872311,-12.53514624,-0.79107834,,-638.4097559
8.997,8.997,1,1,1,0.5,26.38771662,-12.53253957,-0.79254153,,-638.2769991
9.006,9.006,1,1,1,0.5,26.38824006,-12.52903384,-0.794144901,,-638.0984538
9.015,9.015,1,1,1,0.5,26.38773751,-12.52681294,-0.796253984,,-637.9853439
9.024,9.024,1,1,1,0.5,26.38817143,-12.5238433,-0.797608109,,-637.8341018
9.033,9.033,1,1,1,0.5,26.38737248,-12.52172879,-0.798721082,,-637.7264107
9.042,9.042,1,1,1,0.5,26.38808901,-12.51893518,-0.798226793,,-637.584133
9.051,9.051,1,1,1,0.5,26.3871102,-12.516161,-0.796738226,,-637.4428456
9.06,9.06,1,1,1,0.5,26.38843708,-12.51281859,-0.797079884,,-637.2726177
9.069,9.069,1,1,1,0.5,26.38765106,-12.50873647,-0.798499028,,-637.064717
9.078,9.078,1,1,1,0.5,26.38824923,-12.50539631,-0.800469383,,-636.8946042
9.087,9.087,1,1,1,0.5,26.3875351,-12.5032288,-0.801664527,,-636.7842137
9.096,9.096,1,1,1,0.5,26.38811872,-12.50086405,-0.803276492,,-636.6637778
9.105,9.105,1,1,1,0.5,26.38749581,-12.49618714,-0.803191272,,-636.425585
9.114,9.114,1,1,1,0.5,26.38778325,-12.49459951,-0.801582179,,-636.3447275
9.123,9.123,1,1,1,0.5,26.38751958,-12.49062879,-0.801109823,,-636.1425004
9.132,9.132,1,1,1,0.5,26.38751399,-12.48665245,-0.801966287,,-635.9399874
9.141,9.141,1,1,1,0.5,26.38798417,-12.48380475,-0.803922128,,-635.794955
9.15,9.15,1,1,1,0.5,26.3873108,-12.4812032,-0.805289898,,-635.6624592
9.159,9.159,1,1,1,0.5,26.38770221,-12.4763596,-0.806821924,,-635.4157768
9.168,9.168,1,1,1,0.5,26.38759093,-12.4737465,-0.807446437,,-635.2826925
9.177,9.177,1,1,1,0.5,26.3871118,-12.47109336,-0.806192002,,-635.147569
9.186,9.186,1,1,1,0.5,26.38752317,-12.46611473,-0.804956079,,-634.8940095
9.195,9.195,1,1,1,0.5,26.38711722,-12.4630472,-0.805205317,,-634.7377816
9.204,9.204,1,1,1,0.5,26.38711112,-12.45732688,-0.806901749,,-634.446448
9.213,9.213,1,1,1,0.5,26.38677477,-12.45477865,-0.807881226,,-634.3166678
9.222,9.222,1,1,1,0.5,26.38743401,-12.44997452,-0.809717776,,-634.0719956
9.231,9.231,1,1,1,0.5,26.38738196,-12.44853495,-0.810745221,,-633.9986789
9.24,9.24,1,1,1,0.5,26.3874862,-12.44426023,-0.809630117,,-633.7809694
9.249,9.249,1,1,1,0.5,26.38654534,-12.44095235,-0.807914421,,-633.6125003
9.258,9.258,1,1,1,0.5,26.387319,-12.43734056,-0.807466078,,-633.4285535
9.267,9.267,1,1,1,0.5,26.38720471,-12.43322166,-0.808883366,,-633.2187795
9.276,9.276,1,1,1,0.5,26.38707407,-12.43010575,-0.809964693,,-633.0600873
9.285,9.285,1,1,1,0.5,26.3874969,-12.42705,-0.812101875,,-632.9044595
9.294,9.294,1,1,1,0.5,26.38705217,-12.42383934,-0.813325299,,-632.7409417
9.303,9.303,1,1,1,0.5,26.38769863,-12.42018114,-0.813311588,,-632.5546314
9.312,9.312,1,1,1,0.5,26.38754732,-12.41761924,-0.811625855,,-632.4241548
9.321,9.321,1,1,1,0.5,26.38725906,-12.41419744,-0.810095216,,-632.2498839
9.33,9.33,1,1,1,0.5,26.38700279,-12.40980749,-0.810353206,,-632.0263055
9.339,9.339,1,1,1,0.5,26.38727316,-12.40632735,-0.812340784,,-631.8490634
9.348,9.348,1,1,1,0.5,26.38746078,-12.40427517,-0.813717253,,-631.744547
9.357,9.357,1,1,1,0.5,26.38715987,-12.39914886,-0.814726026,,-631.4834662
9.366,9.366,1,1,1,0.5,26.38708251,-12.39731711,-0.815624395,,-631.390176
9.375,9.375,1,1,1,0.5,26.38779072,-12.39468613,-0.814548767,,-631.2561809
9.385,9.385,1,1,1,0.75,26.38638104,-12.39050766,-0.812078083,,-631.0433734
9.394,9.394,1,1,1,0.75,26.38707183,-12.38757979,-0.813414718,,-630.894258
9.403,9.403,1,1,1,0.75,26.38699721,-12.38496672,-0.814903924,,-630.7611753
9.412,9.412,1,1,1,0.75,26.38760856,-12.38131277,-0.816232679,,-630.5750812
9.421,9.421,1,1,1,0.75,26.38751536,-12.37939897,-0.817406686,,-630.4776123
9.43,9.43,1,1,1,0.75,26.38746309,-12.37627153,-0.817908573,,-630.3183331
9.439,9.439,1,1,1,0.75,26.38727406,-12.37382736,-0.815148398,,-630.1938523
9.448,9.448,1,1,1,0.75,26.3869835,-12.37065777,-0.813218475,,-630.0324266
9.457,9.457,1,1,1,0.75,26.38680182,-12.36807919,-0.814193052,,-629.9011006
9.47,9.47,1,1,1,0.75,26.38677084,-12.36461877,-0.818175842,,-629.7248629
9.479,9.479,1,1,1,0.75,26.38684812,-12.36147995,-0.814873994,,-629.5650039
9.488,9.488,1,1,1,0.75,26.38763953,-12.35925366,-0.814078136,,-629.4516203
9.497,9.497,1,1,1,0.75,26.38691132,-12.3564536,-0.816344611,,-629.3090142
9.506,9.506,1,1,1,0.75,26.38727329,-12.35401305,-0.818732546,,-629.1847182
9.515,9.515,1,1,1,0.75,26.38799643,-12.35130399,-0.818416307,,-629.0467468
9.524,9.524,1,1,1,0.75,26.38672977,-12.34922595,-0.818420118,,-628.9409133
9.533,9.533,1,1,1,0.75,26.38718751,-12.34620626,-0.820386812,,-628.7871216
9.542,9.542,1,1,1,0.75,26.38763964,-12.34316929,-0.820226923,,-628.6324501
9.551,9.551,1,1,1,0.75,26.38697985,-12.34237219,-0.816257237,,-628.5918539
9.56,9.56,1,1,1,0.75,26.38760622,-12.33986888,-0.814538238,,-628.4643614
9.569,9.569,1,1,1,0.75,26.3871048,-12.33597706,-0.817445977,,-628.2661528
9.578,9.578,1,1,1,0.75,26.38727305,-12.33517873,-0.821856259,,-628.2254939
9.587,9.587,1,1,1,0.75,26.38743312,-12.33270575,-0.82247148,,-628.0995463
9.588,9.588,1,1,1,0.75,26.38770262,-12.33270069,-0.824088705,,-628.0992884
9.597,9.597,1,1,1,0.75,26.38736801,-12.33086273,-0.821410494,,-628.005682
9.606,9.606,1,1,1,0.75,26.3872781,-12.32776038,-0.816392935,,-627.8476805
9.615,9.615,1,1,1,0.75,26.38757352,-12.32500206,-0.815967509,,-627.7072006
9.624,9.624,1,1,1,0.75,26.38725993,-12.32309487,-0.819202229,,-627.6100679
9.633,9.633,1,1,1,0.75,26.38723657,-12.32109764,-0.821830915,,-627.5083502
9.642,9.642,1,1,1,0.75,26.38720856,-12.31777417,-0.821239598,,-627.3390868
9.651,9.651,1,1,1,0.75,26.38712368,-12.315557,-0.821180243,,-627.2261675
9.66,9.66,1,1,1,0.75,26.38733283,-12.3146851,-0.821961782,,-627.1817621
9.669,9.669,1,1,1,0.75,26.38714683,-12.31035082,-0.820962412,,-626.9610188
9.678,9.678,1,1,1,0.75,26.38705644,-12.30774837,-0.818889092,,-626.8284775
9.687,9.687,1,1,1,0.75,26.38759261,-12.30211189,-0.818843809,,-626.5414138
9.696,9.696,1,1,1,0.75,26.38719207,-12.29612611,-0.820145783,,-626.2365602
9.705,9.705,1,1,1,0.75,26.38768441,-12.28825624,-0.821458258,,-625.8357511
9.714,9.714,1,1,1,0.75,26.38786535,-12.27896622,-0.822022489,,-625.3626142
9.723,9.723,1,1,1,0.75,26.38798665,-12.26887074,-0.82325259,,-624.848456
9.732,9.732,1,1,1,0.75,26.38829303,-12.25684653,-0.82170996,,-624.236068
9.741,9.741,1,1,1,0.75,26.38878959,-12.24522442,-0.818912128,,-623.6441585
9.75,9.75,1,1,1,0.75,26.38807833,-12.2312465,-0.818145578,,-622.9322692
9.759,9.759,1,1,1,0.75,26.38863035,-12.2191159,-0.81876956,,-622.3144624
9.768,9.768,1,1,1,0.75,26.38914003,-12.20320481,-0.820488128,,-621.5041174
9.777,9.777,1,1,1,0.75,26.38887868,-12.18823175,-0.821299046,,-620.741546
9.786,9.786,1,1,1,0.75,26.38915668,-12.17202834,-0.821533387,,-619.9163128
9.795,9.795,1,1,1,0.75,26.38970262,-12.15669127,-0.820982271,,-619.1352021
9.804,9.804,1,1,1,0.75,26.39009104,-12.13909558,-0.818188943,,-618.2390611
9.813,9.813,1,1,1,0.75,26.39007005,-12.12025983,-0.816524447,,-617.2797643
9.822,9.822,1,1,1,0.75,26.39057911,-12.10057677,-0.816386542,,-616.2773141
9.831,9.831,1,1,1,0.75,26.39030242,-12.07977584,-0.817500132,,-615.2179314
9.84,9.84,1,1,1,0.75,26.3909436,-12.05982145,-0.818215285,,-614.2016632
9.849,9.849,1,1,1,0.75,26.39107767,-12.03711518,-0.818735303,,-613.0452422
9.858,9.858,1,1,1,0.75,26.39173513,-12.01420824,-0.818901187,,-611.8786013
9.867,9.867,1,1,1,0.75,26.39222472,-11.99143457,-0.816874794,,-610.7187477
9.876,9.876,1,1,1,0.75,26.39184702,-11.96698131,-0.813984542,,-609.4733536
9.885,9.885,1,1,1,0.75,26.39295865,-11.94299315,-0.812907125,,-608.2516465
9.894,9.894,1,1,1,0.75,26.39230206,-11.91567846,-0.813953381,,-606.8605206
9.903,9.903,1,1,1,0.75,26.39384505,-11.88682489,-0.813823315,,-605.3910206
9.912,9.912,1,1,1,0.75,26.39405854,-11.86185856,-0.814837294,,-604.1194957
9.921,9.921,1,1,1,0.75,26.3949396,-11.83173208,-0.814930659,,-602.5851668
9.93,9.93,1,1,1,0.75,26.39490791,-11.8014705,-0.814120791,,-601.0439572
9.939,9.939,1,1,1,0.75,26.39537258,-11.76988588,-0.811294111,,-599.4353657
9.948,9.948,1,1,1,0.75,26.39615289,-11.73850366,-0.808947163,,-597.837082
9.957,9.957,1,1,1,0.75,26.3966562,-11.70592565,-0.808394872,,-596.177898
9.966,9.966,1,1,1,0.75,26.39731553,-11.6707717,-0.808854283,,-594.3875221
9.975,9.975,1,1,1,0.75,26.397573,-11.63751836,-0.809592993,,-592.6939431
9.984,9.984,1,1,1,0.75,26.39805295,-11.60304395,-0.809719348,,-590.9381757
9.993,9.993,1,1,1,0.75,26.39860959,-11.56813196,-0.809593139,,-589.1601229
10.002,10.002,1,1,1,0.75,26.39928122,-11.53286576,-0.807262158,,-587.3640302
10.011,10.011,1,1,1,0.75,26.39979997,-11.49446669,-0.804123597,,-585.4083813
10.02,10.02,1,1,1,0.75,26.40011433,-11.45522328,-0.803227229,,-583.4097307
10.029,10.029,1,1,1,0.75,26.40121345,-11.41554834,-0.802933195,,-581.3891027
10.038,10.038,1,1,1,0.75,26.40132692,-11.3773586,-0.8032662,,-579.4441153
10.047,10.047,1,1,1,0.75,26.40224314,-11.33731082,-0.803784008,,-577.4044985
10.056,10.056,1,1,1,0.75,26.40226899,-11.29544744,-0.803746749,,-575.2724143
10.065,10.065,1,1,1,0.75,26.40345806,-11.25576625,-0.801890052,,-573.2514678
10.074,10.074,1,1,1,0.75,26.4040696,-11.21259914,-0.798565159,,-571.0529851
10.083,10.083,1,1,1,0.75,26.40477354,-11.16945164,-0.796605069,,-568.8555008
10.092,10.092,1,1,1,0.75,26.40519457,-11.12405697,-0.796223077,,-566.5435693
10.101,10.101,1,1,1,0.75,26.40643628,-11.0793319,-0.796472816,,-564.2657399
10.11,10.11,1,1,1,0.75,26.40659161,-11.03229908,-0.796563383,,-561.8703785
10.119,10.119,1,1,1,0.75,26.40792839,-10.98534562,-0.796448728,,-559.4790584
10.128,10.128,1,1,1,0.75,26.40832533,-10.9382012,-0.795753921,,-557.0780128
10.137,10.137,1,1,1,0.75,26.40918751,-10.88985259,-0.792557225,,-554.6156382
10.146,10.146,1,1,1,0.75,26.40966091,-10.84128507,-0.789876725,,-552.1421146
10.155,10.155,1,1,1,0.75,26.41100456,-10.79109376,-0.788603254,,-549.5858923
10.164,10.164,1,1,1,0.75,26.41160084,-10.74034031,-0.788406403,,-547.0010405
10.173,10.173,1,1,1,0.75,26.41280612,-10.68942112,-0.788666586,,-544.4077474
10.182,10.182,1,1,1,0.75,26.41325541,-10.63514322,-0.788316597,,-541.6433967
10.191,10.191,1,1,1,0.75,26.41425762,-10.58011508,-0.788076998,,-538.8408365
10.2,10.2,1,1,1,0.75,26.41527529,-10.52708157,-0.786052633,,-536.1398616
10.209,10.209,1,1,1,0.75,26.41536219,-10.47284511,-0.782401899,,-533.3776216
10.218,10.218,1,1,1,0.75,26.41685219,-10.41739088,-0.779910361,,-530.5533608
10.227,10.227,1,1,1,0.75,26.4174699,-10.36089994,-0.779620174,,-527.676301
10.236,10.236,1,1,1,0.75,26.41894757,-10.30452323,-0.779828184,,-524.8050585
10.245,10.245,1,1,1,0.75,26.41923455,-10.24660048,-0.779595322,,-521.8550772
10.254,10.254,1,1,1,0.75,26.42045327,-10.18883732,-0.77934215,,-518.9132236
10.263,10.263,1,1,1,0.75,26.42159877,-10.13004186,-0.777999455,,-515.9187953
10.272,10.272,1,1,1,0.75,26.42276068,-10.07099364,-0.774327665,,-512.9114943
10.281,10.281,1,1,1,0.75,26.4230141,-10.0118256,-0.771272442,,-509.8980909
10.29,10.29,1,1,1,0.75,26.42409033,-9.950158764,-0.770177122,,-506.7574246
10.299,10.299,1,1,1,0.75,26.42545666,-9.88919585,-0.769502896,,-503.6526089
10.308,10.308,1,1,1,0.75,26.42641569,-9.82482517,-0.769424086,,-500.3742371
10.317,10.317,1,1,1,0.75,26.42699916,-9.761716576,-0.769432353,,-497.1601428
10.326,10.326,1,1,1,0.75,26.42789847,-9.699256554,-0.76860671,,-493.9790799
10.335,10.335,1,1,1,0.75,26.42936307,-9.634437599,-0.766109963,,-490.6778777
10.344,10.344,1,1,1,0.75,26.4300123,-9.569678333,-0.762634251,,-487.3797154
10.353,10.353,1,1,1,0.75,26.43157705,-9.50464991,-0.759852648,,-484.067845
10.362,10.362,1,1,1,0.75,26.43224676,-9.438491908,-0.759218965,,-480.6984456
10.371,10.371,1,1,1,0.75,26.43324972,-9.370607903,-0.759205121,,-477.2411416
10.38,10.38,1,1,1,0.75,26.43432402,-9.302192074,-0.758572717,,-473.7567521
10.389,10.389,1,1,1,0.75,26.43511304,-9.235151543,-0.757690998,,-470.3424059
10.398,10.398,1,1,1,0.75,26.43708991,-9.166965196,-0.756485479,,-466.8697037
10.407,10.407,1,1,1,0.75,26.43779738,-9.097834547,-0.752913126,,-463.3489086
10.416,10.416,1,1,1,0.75,26.43809386,-9.027881026,-0.748991082,,-459.7862051
10.425,10.425,1,1,1,0.75,26.44021931,-8.956688415,-0.747788426,,-456.1603952
10.434,10.434,1,1,1,0.75,26.4411193,-8.885879725,-0.747378096,,-452.5541382
10.443,10.443,1,1,1,0.75,26.44206957,-8.814239993,-0.747012155,,-448.9055566
10.452,10.452,1,1,1,0.75,26.44297172,-8.740903911,-0.746419972,,-445.1705807
10.461,10.461,1,1,1,0.75,26.44435907,-8.669052076,-0.745260788,,-441.5111968
10.47,10.47,1,1,1,0.75,26.44510843,-8.596937047,-0.743054705,,-437.8384085
10.479,10.479,1,1,1,0.75,26.44672364,-8.523971329,-0.738432391,,-434.122295
10.488,10.488,1,1,1,0.75,26.44830568,-8.449043894,-0.736397512,,-430.3062721
10.497,10.497,1,1,1,0.75,26.44889707,-8.37488859,-0.734682026,,-426.5295734
10.506,10.506,1,1,1,0.75,26.45027461,-8.299012053,-0.735152003,,-422.6652131
10.515,10.515,1,1,1,0.75,26.45218537,-8.223860589,-0.734402967,,-418.8377805
10.524,10.524,1,1,1,0.75,26.45288504,-8.147879232,-0.733086824,,-414.9680818
10.533,10.533,1,1,1,0.75,26.45394314,-8.071647873,-0.732027111,,-411.0856505
10.542,10.542,1,1,1,0.75,26.45557712,-7.996914641,-0.727295238,,-407.2795182
10.551,10.551,1,1,1,0.75,26.45693904,-7.919568337,-0.724361396,,-403.3403034
10.56,10.56,1,1,1,0.75,26.45825959,-7.841920122,-0.722510514,,-399.3857122
10.569,10.569,1,1,1,0.75,26.45953057,-7.761710632,-0.722030279,,-395.3006765
10.578,10.578,1,1,1,0.75,26.46038037,-7.68354383,-0.721449131,,-391.3196739
10.587,10.587,1,1,1,0.75,26.46107761,-7.603237223,-0.720080336,,-387.229692
10.596,10.596,1,1,1,0.75,26.46306441,-7.523596874,-0.719522524,,-383.1736424
10.605,10.605,1,1,1,0.75,26.46471934,-7.444028461,-0.716062681,,-379.1212563
10.614,10.614,1,1,1,0.75,26.46626391,-7.363157156,-0.711922937,,-375.0025146
10.623,10.623,1,1,1,0.75,26.46697294,-7.280990005,-0.709375325,,-370.817776
10.632,10.632,1,1,1,0.75,26.46846133,-7.198407115,-0.708095526,,-366.6118639
10.641,10.641,1,1,1,0.75,26.46980811,-7.116319868,-0.707745547,,-362.4311947
10.65,10.65,1,1,1,0.75,26.47117429,-7.02992056,-0.706572987,,-358.0309141
10.659,10.659,1,1,1,0.75,26.47280548,-6.945690549,-0.705749769,,-353.7411149
10.668,10.668,1,1,1,0.75,26.47425045,-6.861835291,-0.703654825,,-349.4704017
10.677,10.677,1,1,1,0.75,26.47549736,-6.776855809,-0.69940135,,-345.1424322
10.686,10.686,1,1,1,0.75,26.47690117,-6.691374651,-0.695607721,,-340.7889126
10.695,10.695,1,1,1,0.75,26.47773493,-6.604148264,-0.694087507,,-336.3465092
10.704,10.704,1,1,1,0.75,26.47937041,-6.517031012,-0.693331635,,-331.9096639
10.713,10.713,1,1,1,0.75,26.48077483,-6.428120449,-0.691985346,,-327.3814861
10.722,10.722,1,1,1,0.75,26.4824681,-6.340878662,-0.691607394,,-322.9382984
10.731,10.731,1,1,1,0.75,26.48441525,-6.253214711,-0.689427325,,-318.4736101
10.74,10.74,1,1,1,0.75,26.48517594,-6.164177008,-0.686338774,,-313.9389571
10.749,10.749,1,1,1,0.75,26.48590714,-6.076828789,-0.68212774,,-309.4903488
10.758,10.758,1,1,1,0.75,26.48844226,-5.985713417,-0.67929186,,-304.849881
10.767,10.767,1,1,1,0.75,26.48979052,-5.895088484,-0.678162407,,-300.2343911
10.776,10.776,1,1,1,0.75,26.49144017,-5.80508499,-0.67677567,,-295.6505508
10.785,10.785,1,1,1,0.75,26.49271687,-5.71450487,-0.675950831,,-291.0373431
10.794,10.794,1,1,1,0.75,26.49440786,-5.622981706,-0.674729191,,-286.3761067
10.803,10.803,1,1,1,0.75,26.49591751,-5.529817357,-0.672263785,,-281.6312854
10.812,10.812,1,1,1,0.75,26.49741994,-5.437772029,-0.667954299,,-276.9434553
10.821,10.821,1,1,1,0.75,26.49903442,-5.344646041,-0.66400224,,-272.2005877
10.83,10.83,1,1,1,0.75,26.50059617,-5.250079056,-0.662109714,,-267.3843307
10.839,10.839,1,1,1,0.75,26.50205228,-5.156005081,-0.660976141,,-262.5931825
10.848,10.848,1,1,1,0.75,26.50399595,-5.060891105,-0.66043308,,-257.7490674
10.857,10.857,1,1,1,0.75,26.5057791,-4.965641179,-0.658935301,,-252.8980286
10.866,10.866,1,1,1,0.75,26.50742057,-4.868595913,-0.657056805,,-247.9555537
