Total Time (s),Cycle Elapsed Time (s),Total Cycles,Elapsed Cycles,Step,Total Cycle Count(8800MTB25266 Linear Waveform),Position (mm),Force (kN),Strain 1 (%),Unnamed: 9,Stress
74.681,12.181,6,6,1,5.75,26.79211902,8.077951995,-0.162611868,,411.4067168
74.69,12.19,6,6,1,5.75,26.79413795,8.119693904,-0.157196972,,413.5326148
74.699,12.199,6,6,1,5.75,26.79475478,8.163992767,-0.154177365,,415.7887374
74.708,12.208,6,6,1,5.75,26.79560773,8.204684547,-0.151261117,,417.8611527
74.717,12.217,6,6,1,5.75,26.79820602,8.24775021,-0.147961698,,420.0544689
74.726,12.226,6,6,1,5.75,26.79897835,8.287961605,-0.144841907,,422.1024184
74.735,12.235,6,6,1,5.75,26.79913695,8.327003294,-0.141148169,,424.0907953
74.744,12.244,6,6,1,5.75,26.80048731,8.36644891,-0.135632633,,426.099744
74.753,12.253,6,6,1,5.75,26.80140895,8.403832982,-0.129110067,,428.0036992
74.762,12.262,6,6,1,5.75,26.80282346,8.442032549,-0.124597428,,429.9491872
74.771,12.271,6,6,1,5.75,26.80453194,8.479630109,-0.121447507,,431.8640152
74.78,12.28,6,6,1,5.75,26.80554008,8.518088797,-0.118615061,,433.8227001
74.789,12.289,6,6,1,5.75,26.80688186,8.554670033,-0.116037866,,435.6857671
74.798,12.298,6,6,1,5.75,26.80815886,8.590208511,-0.112640513,,437.495727
74.807,12.307,6,6,1,5.75,26.80907111,8.625196735,-0.108529757,,439.2776626
74.816,12.316,6,6,1,5.75,26.80983482,8.660353941,-0.102499409,,441.0682044
74.825,12.325,6,6,1,5.75,26.81089563,8.694596208,-0.096901897,,442.8121487
74.834,12.334,6,6,1,5.75,26.81241525,8.729054381,-0.093126281,,444.567089
74.843,12.343,6,6,1,5.75,26.81287432,8.763022108,-0.090115113,,446.2970512
74.852,12.352,6,6,1,5.75,26.81434504,8.79616704,-0.087527981,,447.9851087
74.861,12.361,6,6,1,5.75,26.81562,8.82942218,-0.084800603,,449.6787791
74.87,12.37,6,6,1,5.75,26.81589049,8.861929502,-0.08121043,,451.3343634
74.879,12.379,6,6,1,5.75,26.81756251,8.894069729,-0.076729878,,452.9712517
74.888,12.388,6,6,1,5.75,26.81896408,8.92662021,-0.07027235,,454.6290341
74.897,12.397,6,6,1,5.75,26.81919314,8.959139214,-0.065241698,,456.2852134
74.906,12.406,6,6,1,5.75,26.82005799,8.990252202,-0.061916711,,457.8697848
74.915,12.415,6,6,1,5.75,26.82233116,9.022923881,-0.058994114,,459.5337398
74.924,12.424,6,6,1,5.75,26.82257911,9.053519686,-0.056478426,,461.0919714
74.933,12.433,6,6,1,5.75,26.82368383,9.08496349,-0.053420784,,462.6933911
74.942,12.442,6,6,1,5.75,26.82475493,9.115289046,-0.049835845,,464.237859
74.951,12.451,6,6,1,5.75,26.82572981,9.144664015,-0.044800418,,465.7339139
74.96,12.46,6,6,1,5.75,26.82691454,9.173280614,-0.038414522,,467.1913453
74.969,12.469,6,6,1,5.75,26.82809685,9.203441797,-0.034032991,,468.7274417
74.978,12.478,6,6,1,5.75,26.82872422,9.231978229,-0.030971842,,470.1807903
74.987,12.487,6,6,1,5.75,26.82991996,9.260420301,-0.028397502,,471.6293331
74.996,12.496,6,6,1,5.75,26.83102092,9.290721305,-0.025480165,,473.1725506
75,12.5,6,6,1,6,26.83099917,9.302231381,-0.021133624,,473.758754
75.014,0.014,7,7,1,6,26.83333727,9.348528468,-0.018572882,,476.1166452
75.023,0.023,7,7,1,6,26.8337393,9.374549947,-0.012515585,,477.4419083
75.032,0.032,7,7,1,6,26.83462883,9.403594084,-0.006500551,,478.921114
75.041,0.041,7,7,1,6,26.83569765,9.429729315,-0.003313932,,480.2521704
75.05,0.05,7,7,1,6,26.83687273,9.454150875,-0.000464871,,481.4959502
75.059,0.059,7,7,1,6,26.83719128,9.480458744,0.002148034,,482.835799
75.068,0.068,7,7,1,6,26.83909819,9.505882545,0.004897524,,484.1306225
75.077,0.077,7,7,1,6,26.83916956,9.532344694,0.008262835,,485.4783287
75.086,0.086,7,7,1,6,26.83980266,9.556806108,0.013017176,,486.7241383
75.095,0.095,7,7,1,6,26.8411107,9.582041326,0.019154332,,488.0093574
75.104,0.104,7,7,1,6,26.84199829,9.60711646,0.023749184,,489.2864235
75.113,0.113,7,7,1,6,26.84371186,9.631525245,0.026780318,,490.5295527
75.122,0.122,7,7,1,6,26.84377299,9.65898675,0.029404508,,491.9281557
75.131,0.131,7,7,1,6,26.84511938,9.683484069,0.03182736,,493.1757939
75.14,0.14,7,7,1,6,26.84582135,9.708735392,0.03506653,,494.4618332
75.149,0.149,7,7,1,6,26.84708048,9.732426473,0.038885484,,495.6684101
75.158,0.158,7,7,1,6,26.84789402,9.755208596,0.04420597,,496.8286941
75.167,0.167,7,7,1,6,26.84856477,9.778817007,0.050243037,,498.0310606
75.176,0.176,7,7,1,6,26.84863536,9.802421282,0.054090589,,499.2332164
75.185,0.185,7,7,1,6,26.85045807,9.825754636,0.056528129,,500.4215744
75.194,0.194,7,7,1,6,26.85077028,9.85006397,0.059213285,,501.6596386
75.203,0.203,7,7,1,6,26.85155658,9.87283058,0.062273467,,502.8191325
75.212,0.212,7,7,1,6,26.85311079,9.895037791,0.065168792,,503.9501365
75.221,0.221,7,7,1,6,26.85385158,9.917660676,0.069160485,,505.1023106
75.23,0.23,7,7,1,6,26.85464664,9.938632205,0.075501462,,506.1703818
75.239,0.239,7,7,1,6,26.85576879,9.960092763,0.080618455,,507.263359
75.248,0.248,7,7,1,6,26.85603928,9.981405586,0.083930194,,508.3488122
75.263,0.263,7,7,1,6,26.85699442,10.01476836,0.090167605,,510.0479641
75.272,0.272,7,7,1,6,26.85890709,10.03456863,0.093199551,,511.0563837
75.281,0.281,7,7,1,6,26.85964408,10.05624117,0.095638632,,512.1601573
75.29,0.29,7,7,1,6,26.86074441,10.0758726,0.097962596,,513.1599778
75.299,0.299,7,7,1,6,26.86114509,10.09571032,0.100859887,,514.1703043
75.308,0.308,7,7,1,6,26.86191736,10.11544092,0.104539493,,515.1751756
75.317,0.317,7,7,1,6,26.86300018,10.13447539,0.109634678,,516.1445933
75.326,0.326,7,7,1,6,26.86343325,10.15314236,0.115252588,,517.095294
75.335,0.335,7,7,1,6,26.86417886,10.17174955,0.119024103,,518.0429506
75.344,0.344,7,7,1,6,26.86521688,10.19258506,0.121293482,,519.1040944
75.353,0.353,7,7,1,6,26.86584284,10.21073304,0.12385189,,520.0283637
75.362,0.362,7,7,1,6,26.86670778,10.22998666,0.126326912,,521.0089424
75.371,0.371,7,7,1,6,26.86737534,10.2488887,0.129066514,,521.9716154
75.38,0.38,7,7,1,6,26.86791688,10.26674975,0.133072253,,522.8812709
75.389,0.389,7,7,1,6,26.8690967,10.28723299,0.138821516,,523.924474
75.398,0.398,7,7,1,6,26.86953365,10.30489824,0.143615715,,524.8241579
75.407,0.407,7,7,1,6,26.86995551,10.32510564,0.146911837,,525.853312
75.416,0.416,7,7,1,6,26.87109922,10.34284837,0.149289238,,526.756942
75.425,0.425,7,7,1,6,26.87238172,10.36322791,0.151700682,,527.7948637
75.434,0.434,7,7,1,6,26.87309122,10.38103734,0.154346748,,528.7018901
75.443,0.443,7,7,1,6,26.87420511,10.40044696,0.157676737,,529.6904141
75.452,0.452,7,7,1,6,26.87462501,10.4182816,0.162847357,,530.5987247
75.461,0.461,7,7,1,6,26.87545628,10.43586251,0.16828711,,531.4941134
75.47,0.47,7,7,1,6,26.87565122,10.45462076,0.172479248,,532.4494628
75.479,0.479,7,7,1,6,26.87682637,10.47266079,0.175450908,,533.3682343
75.488,0.488,7,7,1,6,26.87809431,10.49017382,0.177677053,,534.2601657
75.497,0.497,7,7,1,6,26.8786383,10.50875524,0.180254287,,535.2065097
75.506,0.506,7,7,1,6,26.87941353,10.52555006,0.182872663,,536.0618628
75.515,0.515,7,7,1,6,26.88027573,10.54305447,0.187015015,,536.9533551
75.524,0.524,7,7,1,6,26.88078464,10.55853787,0.192449005,,537.7419178
75.533,0.533,7,7,1,6,26.8822632,10.57563579,0.197693453,,538.6127078
75.542,0.542,7,7,1,6,26.88255487,10.59310436,0.201189179,,539.5023751
75.551,0.551,7,7,1,6,26.88311766,10.60984966,0.203384957,,540.3552059
75.56,0.56,7,7,1,6,26.88418169,10.62515538,0.206025442,,541.1347201
75.569,0.569,7,7,1,6,26.88483643,10.64337283,0.208471139,,542.0625269
75.578,0.578,7,7,1,6,26.88557869,10.65852075,0.211736792,,542.8340041
75.587,0.587,7,7,1,6,26.88609851,10.67475337,0.216231809,,543.6607248
75.596,0.596,7,7,1,6,26.88727816,10.68936103,0.22226283,,544.4046868
75.605,0.605,7,7,1,6,26.88748539,10.70587101,0.226600812,,545.2455334
75.614,0.614,7,7,1,6,26.88870406,10.72138615,0.229225439,,546.0357128
75.623,0.623,7,7,1,6,26.88880817,10.73892274,0.23174616,,546.928844
75.632,0.632,7,7,1,6,26.88965961,10.75427084,0.233871833,,547.7105162
75.641,0.641,7,7,1,6,26.89077548,10.77029598,0.237082921,,548.5266699
75.65,0.65,7,7,1,6,26.89131978,10.78388766,0.240323329,,549.2188885
75.659,0.659,7,7,1,6,26.89176142,10.79878635,0.245585859,,549.9776724
75.668,0.668,7,7,1,6,26.89278856,10.8130611,0.25115876,,550.7046798
75.677,0.677,7,7,1,6,26.89337635,10.82632894,0.254673114,,551.3804051
75.686,0.686,7,7,1,6,26.89456355,10.84245182,0.257135126,,552.2015368
75.695,0.695,7,7,1,6,26.89487881,10.85588445,0.259463201,,552.8856548
75.704,0.704,7,7,1,6,26.89594067,10.87093755,0.261913668,,553.6523031
75.713,0.713,7,7,1,6,26.89673892,10.88421743,0.264689887,,554.3286419
75.722,0.722,7,7,1,6,26.89623205,10.8975194,0.268495144,,555.0061058
75.731,0.731,7,7,1,6,26.89842783,10.91037919,0.274784286,,555.6610495
75.74,0.74,7,7,1,6,26.89846467,10.9242859,0.279209063,,556.3693121
75.749,0.749,7,7,1,6,26.8980602,10.93810946,0.282335439,,557.0733404
75.758,0.758,7,7,1,6,26.90005321,10.95041508,0.284354485,,557.7000606
75.767,0.767,7,7,1,6,26.90052064,10.96368997,0.286626827,,558.3761453
75.776,0.776,7,7,1,6,26.90107034,10.97769853,0.289309995,,559.0895949
75.785,0.785,7,7,1,6,26.90212071,10.99180555,0.292195138,,559.8080597
75.794,0.794,7,7,1,6,26.90298114,11.00308333,0.296994706,,560.3824323
75.803,0.803,7,7,1,6,26.90289626,11.01663116,0.302310854,,561.0724178
75.812,0.812,7,7,1,6,26.90351954,11.02906854,0.30630909,,561.7058483
75.821,0.821,7,7,1,6,26.90439506,11.04235762,0.309060212,,562.3826557
75.83,0.83,7,7,1,6,26.90503869,11.05427255,0.311230419,,562.9894777
75.839,0.839,7,7,1,6,26.90532345,11.06677543,0.313160372,,563.6262446
75.848,0.848,7,7,1,6,26.90640005,11.07880939,0.315847106,,564.239129
75.857,0.857,7,7,1,6,26.90751894,11.09008504,0.319450997,,564.8133928
75.866,0.866,7,7,1,6,26.90782338,11.10183288,0.324966418,,565.4117056
75.875,0.875,7,7,1,6,26.90864563,11.11518251,0.329676239,,566.0915967
75.884,0.884,7,7,1,6,26.90909629,11.12697001,0.333005186,,566.6919294
75.893,0.893,7,7,1,6,26.90983327,11.1393295,0.335134622,,567.321393
75.902,0.902,7,7,1,6,26.91060176,11.15150947,0.337329971,,567.9417135
75.911,0.911,7,7,1,6,26.9114312,11.16394561,0.339733213,,568.5750809
75.92,0.92,7,7,1,6,26.91228417,11.17360464,0.342163551,,569.0670113
75.929,0.929,7,7,1,6,26.91270155,11.18561413,0.346677604,,569.6786498
75.938,0.938,7,7,1,6,26.91340747,11.19676434,0.352124562,,570.2465251
75.947,0.947,7,7,1,6,26.91428828,11.20628845,0.356169688,,570.731584
75.956,0.956,7,7,1,6,26.91474576,11.21811014,0.359247035,,571.333658
75.965,0.965,7,7,1,6,26.91541139,11.22782258,0.361323949,,571.8283085
75.974,0.974,7,7,1,6,26.91588136,11.24000579,0.363117603,,572.4487941
75.983,0.983,7,7,1,6,26.91644399,11.24926553,0.365608023,,572.9203888
75.992,0.992,7,7,1,6,26.91730584,11.2595597,0.368459528,,573.4446665
76.001,1.001,7,7,1,6,26.91753508,11.27017161,0.373265619,,573.985127
76.01,1.01,7,7,1,6,26.91870931,11.2812791,0.378747876,,574.5508267
76.019,1.019,7,7,1,6,26.91878885,11.29203086,0.382422726,,575.0984094
76.031,1.031,7,7,1,6,26.91979808,11.30493845,0.382646879,,575.7557873
76.04,1.04,7,7,1,6,26.9201541,11.31619598,0.38585022,,576.329129
76.049,1.049,7,7,1,6,26.92107308,11.32552403,0.39115086,,576.8042024
76.058,1.058,7,7,1,6,26.92197036,11.33478725,0.395620651,,577.2759745
76.067,1.067,7,7,1,6,26.92207006,11.34719178,0.398931345,,577.907732
76.076,1.076,7,7,1,6,26.92270762,11.3566701,0.400925397,,578.3904585
76.085,1.085,7,7,1,6,26.92341047,11.36618851,0.402887408,,578.8752275
76.094,1.094,7,7,1,6,26.92427845,11.37516601,0.405371556,,579.3324477
76.103,1.103,7,7,1,6,26.92470147,11.38513972,0.407804995,,579.8404048
76.112,1.112,7,7,1,6,26.92480098,11.39374026,0.411836404,,580.2784264
76.121,1.121,7,7,1,6,26.92559078,11.40316258,0.41748724,,580.7583013
76.13,1.13,7,7,1,6,26.92667262,11.41154975,0.421307401,,581.1854561
76.139,1.139,7,7,1,6,26.92652746,11.42158611,0.424094244,,581.696604
76.148,1.148,7,7,1,6,26.92823236,11.43090086,0.425870762,,582.1710001
76.157,1.157,7,7,1,6,26.92763909,11.4398895,0.427970958,,582.628788
76.166,1.166,7,7,1,6,26.92822417,11.44923229,0.430022996,,583.1046125
76.175,1.175,7,7,1,6,26.9293649,11.45944243,0.433370608,,583.6246105
76.184,1.184,7,7,1,6,26.92967737,11.4657821,0.43817467,,583.9474872
76.193,1.193,7,7,1,6,26.93042972,11.47418156,0.443013275,,584.3752681
76.202,1.202,7,7,1,6,26.93108192,11.48216662,0.446496353,,584.7819438
76.211,1.211,7,7,1,6,26.93128968,11.49264324,0.448112756,,585.3155137
76.22,1.22,7,7,1,6,26.93189062,11.50083064,0.450141249,,585.7324947
76.229,1.229,7,7,1,6,26.9326991,11.50891181,0.452084926,,586.1440651
76.238,1.238,7,7,1,6,26.93301288,11.51701707,0.454767447,,586.5568628
76.247,1.247,7,7,1,6,26.93379274,11.52434383,0.458206605,,586.9300119
76.256,1.256,7,7,1,6,26.93489567,11.53065173,0.463483692,,587.2512703
76.265,1.265,7,7,1,6,26.93413577,11.53903697,0.467624044,,587.6783272
76.274,1.274,7,7,1,6,26.93543694,11.54562836,0.470126286,,588.0140239
76.287,1.287,7,7,1,6,26.93562434,11.55666529,0.471809771,,588.5761303
76.296,1.296,7,7,1,6,26.9367046,11.56491572,0.477151931,,588.9963209
76.305,1.305,7,7,1,6,26.93681582,11.5736761,0.480628204,,589.4424834
76.314,1.314,7,7,1,6,26.93818422,11.58022573,0.483415848,,589.7760533
76.323,1.323,7,7,1,6,26.9381701,11.58809232,0.484628129,,590.1766957
76.332,1.332,7,7,1,6,26.93881305,11.59728321,0.486682838,,590.6447839
76.341,1.341,7,7,1,6,26.93965474,11.60365359,0.488763545,,590.9692245
76.35,1.35,7,7,1,6,26.93981644,11.60939049,0.491839831,,591.2614023
76.359,1.359,7,7,1,6,26.94052857,11.61869896,0.496438626,,591.7354788
76.368,1.368,7,7,1,6,26.94123398,11.62397956,0.500928275,,592.0044175
76.377,1.377,7,7,1,6,26.94143129,11.63219225,0.504500898,,592.4226866
76.386,1.386,7,7,1,6,26.94211599,11.6390252,0.506140635,,592.7706859
76.395,1.395,7,7,1,6,26.94256397,11.6450059,0.508008946,,593.0752806
76.404,1.404,7,7,1,6,26.94330754,11.65228288,0.509638912,,593.4458941
76.413,1.413,7,7,1,6,26.94376677,11.65706002,0.511448925,,593.6891919
76.422,1.422,7,7,1,6,26.94382474,11.66331391,0.514665388,,594.0076996
76.431,1.431,7,7,1,6,26.94481666,11.66764858,0.519654435,,594.2284628
76.44,1.44,7,7,1,6,26.94483701,11.6737396,0.523957326,,594.5386757
76.449,1.449,7,7,1,6,26.94505645,11.67955549,0.526345217,,594.8348764
76.458,1.458,7,7,1,6,26.94595246,11.6863605,0.528064535,,595.1814527
76.467,1.467,7,7,1,6,26.94611653,11.6930721,0.529927395,,595.523272
76.476,1.476,7,7,1,6,26.94663926,11.69719295,0.531600086,,595.7331453
76.485,1.485,7,7,1,6,26.94744163,11.70293206,0.534046816,,596.0254357
76.494,1.494,7,7,1,6,26.9473134,11.70724543,0.537520821,,596.2451136
76.503,1.503,7,7,1,6,26.9479525,11.7118228,0.542394676,,596.4782372
76.512,1.512,7,7,1,6,26.94874456,11.71719645,0.545785479,,596.7519149
76.521,1.521,7,7,1,6,26.94888493,11.72150429,0.547657383,,596.9713114
76.53,1.53,7,7,1,6,26.95014986,11.72881386,0.548713332,,597.3435849
76.541,1.541,7,7,1,6,26.95054698,11.73494256,0.550277399,,597.6557167
76.55,1.55,7,7,1,6,26.95058788,11.7402158,0.554520776,,597.924281
76.559,1.559,7,7,1,6,26.95182821,11.74516654,0.558877472,,598.1764202
76.568,1.568,7,7,1,6,26.95170331,11.75141241,0.561550122,,598.4945195
76.577,1.577,7,7,1,6,26.95249549,11.75571925,0.563336598,,598.7138652
76.586,1.586,7,7,1,6,26.95261253,11.76157499,0.564468444,,599.0120954
76.595,1.595,7,7,1,6,26.95314392,11.76735504,0.56636582,,599.3064707
76.604,1.604,7,7,1,6,26.95359726,11.77026048,0.568147975,,599.454444
76.613,1.613,7,7,1,6,26.95410205,11.7756768,0.571564653,,599.7302946
76.622,1.622,7,7,1,6,26.95437297,11.78084916,0.576675508,,599.9937208
76.631,1.631,7,7,1,6,26.95495712,11.78599248,0.579397112,,600.2556677
76.64,1.64,7,7,1,6,26.95525181,11.7907197,0.581526304,,600.4964233
76.649,1.649,7,7,1,6,26.95553686,11.79301581,0.582614896,,600.6133631
76.658,1.658,7,7,1,6,26.95662039,11.79981061,0.583968114,,600.9594196
76.667,1.667,7,7,1,6,26.95697498,11.80441062,0.585652062,,601.1936962
76.676,1.676,7,7,1,6,26.95664092,11.80949734,0.587333078,,601.4527606
76.685,1.685,7,7,1,6,26.95751773,11.81251734,0.592136396,,601.6065678
76.694,1.694,7,7,1,6,26.95809445,11.81802222,0.596597953,,601.8869293
76.703,1.703,7,7,1,6,26.95807839,11.82321432,0.59927892,,602.1513609
76.712,1.712,7,7,1,6,26.95906495,11.8270712,0.600420263,,602.3477899
76.721,1.721,7,7,1,6,26.9593018,11.8324012,0.602004036,,602.6192445
76.73,1.73,7,7,1,6,26.95919296,11.83619341,0.603419366,,602.8123806
76.739,1.739,7,7,1,6,26.95994558,11.84194553,0.605090162,,603.1053333
76.748,1.748,7,7,1,6,26.96036719,11.84611911,0.607578899,,603.3178922
76.757,1.757,7,7,1,6,26.96043665,11.85042661,0.612469017,,603.5372711
76.766,1.766,7,7,1,6,26.96105105,11.85481562,0.616083545,,603.7608019
76.775,1.775,7,7,1,6,26.96122495,11.85908173,0.618142443,,603.9780731
76.784,1.784,7,7,1,6,26.96167422,11.8616208,0.619248224,,604.1073867
76.793,1.793,7,7,1,6,26.96224955,11.86723026,0.620832513,,604.3930743
76.802,1.802,7,7,1,6,26.96258601,11.87006326,0.622027229,,604.5373574
76.811,1.811,7,7,1,6,26.96276294,11.87387267,0.623696205,,604.7313694
76.82,1.82,7,7,1,6,26.96310875,11.87680294,0.626956913,,604.8806065
76.829,1.829,7,7,1,6,26.96436195,11.88002133,0.631629878,,605.0445181
76.838,1.838,7,7,1,6,26.96384739,11.8820555,0.63494146,,605.1481176
76.847,1.847,7,7,1,6,26.96498268,11.88610975,0.636533358,,605.3545985
76.856,1.856,7,7,1,6,26.96453491,11.88909152,0.637421995,,605.5064591
76.865,1.865,7,7,1,6,26.964962,11.89166366,0.638767591,,605.6374572
76.874,1.874,7,7,1,6,26.96565172,11.89475821,0.640283006,,605.7950611
76.883,1.883,7,7,1,6,26.96629052,11.89588471,0.642075364,,605.8524333
76.892,1.892,7,7,1,6,26.96642196,11.89809695,0.645949379,,605.9651018
76.901,1.901,7,7,1,6,26.96685364,11.90130817,0.650015556,,606.128648
76.91,1.91,7,7,1,6,26.96733673,11.9040092,0.652244052,,606.2662103
76.919,1.919,7,7,1,6,26.96733085,11.90617614,0.653358931,,606.3765716
76.928,1.928,7,7,1,6,26.96777,11.90834282,0.654123679,,606.4869194
76.937,1.937,7,7,1,6,26.96850879,11.91204067,0.65562301,,606.6752498
76.946,1.946,7,7,1,6,26.96821636,11.91504926,0.656771171,,606.8284758
76.955,1.955,7,7,1,6,26.96853709,11.91649846,0.659559018,,606.9022831
76.964,1.964,7,7,1,6,26.96954955,11.91981858,0.663365995,,607.0713755
76.973,1.973,7,7,1,6,26.96984514,11.92195304,0.666858069,,607.1800823
76.982,1.982,7,7,1,6,26.96976708,11.92533731,0.668763472,,607.3524421
76.991,1.991,7,7,1,6,26.97007629,11.92760533,0.669334344,,607.4679511
77,2,7,7,1,6,26.97065788,11.92935223,0.670152879,,607.5569203
77.009,2.009,7,7,1,6,26.97049815,11.9318883,0.671102132,,607.6860812
77.018,2.018,7,7,1,6,26.97142631,11.93660086,0.673145051,,607.9260897
77.027,2.027,7,7,1,6,26.97167369,11.93834036,0.676090132,,608.0146816
77.036,2.036,7,7,1,6,26.97134822,11.93862285,0.680212683,,608.029069
77.045,2.045,7,7,1,6,26.9722144,11.94134351,0.682705508,,608.1676312
77.055,2.055,7,7,1,6,26.97157241,11.94366635,0.683102567,,608.285932
77.064,2.064,7,7,1,6,26.97271906,11.94725237,0.683787088,,608.4685668
77.073,2.073,7,7,1,6,26.97274369,11.94786172,0.684889263,,608.4996007
77.082,2.082,7,7,1,6,26.97340742,11.95158384,0.686516907,,608.6891665
77.091,2.091,7,7,1,6,26.9733273,11.95197665,0.690469313,,608.7091723
77.1,2.1,7,7,1,6,26.97357871,11.9526547,0.694089571,,608.7437051
77.109,2.109,7,7,1,6,26.97374627,11.95415525,0.695836068,,608.8201273
77.118,2.118,7,7,1,6,26.9744553,11.95499691,0.696457759,,608.8629927
77.127,2.127,7,7,1,6,26.97468312,11.9582466,0.696868636,,609.0284983
77.136,2.136,7,7,1,6,26.97507892,11.96020393,0.69847103,,609.1281841
77.145,2.145,7,7,1,6,26.97546367,11.96172445,0.699017443,,609.2056237
77.154,2.154,7,7,1,6,26.97546185,11.96236612,0.701720714,,609.2383035
77.163,2.163,7,7,1,6,26.97620547,11.96381191,0.705766319,,609.3119371
77.172,2.172,7,7,1,6,26.97575941,11.96534273,0.708662363,,609.3899014
77.181,2.181,7,7,1,6,26.97641856,11.96737458,0.709746038,,609.4933823
77.19,2.19,7,7,1,6,26.97645464,11.96785234,0.710135893,,609.5177144
77.199,2.199,7,7,1,6,26.97625855,11.96896958,0.710757066,,609.574615
77.208,2.208,7,7,1,6,26.97786888,11.97061455,0.711451397,,609.6583927
77.217,2.217,7,7,1,6,26.97644249,11.97066484,0.712672305,,609.6609538
77.226,2.226,7,7,1,6,26.97724461,11.97107426,0.715927255,,609.6818054
77.235,2.235,7,7,1,6,26.97819225,11.97345862,0.719598128,,609.8032402
77.244,2.244,7,7,1,6,26.97827941,11.97422003,0.721395484,,609.8420185
77.253,2.253,7,7,1,6,26.9785856,11.97523946,0.721997063,,609.8939373
77.262,2.262,7,7,1,6,26.97906055,11.97681652,0.722586811,,609.9742564
77.271,2.271,7,7,1,6,26.97932674,11.97712318,0.723431114,,609.9898745
77.28,2.28,7,7,1,6,26.97954573,11.97771768,0.724192605,,610.0201521
77.289,2.289,7,7,1,6,26.97950245,11.97830078,0.726154694,,610.0498494
77.298,2.298,7,7,1,6,26.97999926,11.97942771,0.729283084,,610.1072435
77.307,2.307,7,7,1,6,26.97959565,11.98054791,0.732826136,,610.1642946
77.316,2.316,7,7,1,6,26.98019903,11.98093871,0.733576522,,610.1841981
77.325,2.325,7,7,1,6,26.98067674,11.98107871,0.733879933,,610.1913283
77.334,2.334,7,7,1,6,26.98129594,11.9822797,0.734268363,,610.2524942
77.343,2.343,7,7,1,6,26.9813121,11.98332864,0.734719659,,610.3059161
77.352,2.352,7,7,1,6,26.98096895,11.98323676,0.735733621,,610.3012364
77.361,2.361,7,7,1,6,26.98149375,11.98394832,0.738163322,,610.3374763
77.37,2.37,7,7,1,6,26.98195749,11.98457096,0.741880978,,610.3691869
77.379,2.379,7,7,1,6,26.9814785,11.98514615,0.7440782,,610.3984809
77.382,2.382,7,7,1,6,26.98159038,11.98704409,0.741551576,,610.4951426
77.391,2.391,7,7,1,6,26.98153998,11.98546632,0.742256972,,610.4147872
77.4,2.4,7,7,1,6,26.98183742,11.98537229,0.743705599,,610.4099982
77.409,2.409,7,7,1,6,26.98199504,11.98525874,0.746627999,,610.4042153
77.418,2.418,7,7,1,6,26.98224385,11.9853582,0.749852973,,610.4092806
77.427,2.427,7,7,1,6,26.98319529,11.98426874,0.751279229,,610.353795
77.436,2.436,7,7,1,6,26.98239718,11.9859025,0.751460762,,610.4370017
77.445,2.445,7,7,1,6,26.98306737,11.98498966,0.751458576,,610.3905112
77.454,2.454,7,7,1,6,26.98289241,11.98546112,0.751922302,,610.4145221
77.463,2.463,7,7,1,6,26.98322478,11.98574913,0.752457011,,610.4291904
77.472,2.472,7,7,1,6,26.98334762,11.9841735,0.753904278,,610.3489443
77.481,2.481,7,7,1,6,26.98415337,11.9827182,0.756736942,,610.2748269
77.49,2.49,7,7,1,6,26.98344913,11.98276503,0.759901084,,610.2772114
77.499,2.499,7,7,1,6,26.98377859,11.98425256,0.760585667,,610.3529709
77.508,2.508,7,7,1,6,26.9840244,11.98293357,0.760562783,,610.2857954
77.517,2.517,7,7,1,6,26.98458838,11.98223883,0.760908969,,610.2504123
77.526,2.526,7,7,1,6,26.98478202,11.98145717,0.761121581,,610.2106031
77.535,2.535,7,7,1,6,26.98532388,11.98136464,0.761649308,,610.2058905
77.544,2.544,7,7,1,6,26.98504278,11.97960633,0.763996704,,610.1163403
77.553,2.553,7,7,1,6,26.98482131,11.97923135,0.767155971,,610.0972426
77.562,2.562,7,7,1,6,26.9857918,11.97893134,0.76899218,,610.0819635
77.571,2.571,7,7,1,6,26.98530233,11.9777513,0.769181682,,610.0218643
77.58,2.58,7,7,1,6,26.98545678,11.97589061,0.768962381,,609.9271001
77.589,2.589,7,7,1,6,26.98564488,11.97594026,0.768867319,,609.9296288
77.598,2.598,7,7,1,6,26.985506,11.97534552,0.769144918,,609.8993391
77.607,2.607,7,7,1,6,26.98660598,11.97364285,0.770100342,,609.8126228
77.616,2.616,7,7,1,6,26.98604407,11.97246509,0.772990284,,609.7526403
77.625,2.625,7,7,1,6,26.98611506,11.97150148,0.775672784,,609.7035639
77.634,2.634,7,7,1,6,26.98638535,11.97087962,0.776718877,,609.6718929
77.643,2.643,7,7,1,6,26.98713287,11.96874891,0.776474635,,609.5633765
77.652,2.652,7,7,1,6,26.98643698,11.96773593,0.775964157,,609.5117859
77.661,2.661,7,7,1,6,26.98664775,11.96699698,0.776220894,,609.4741513
77.67,2.67,7,7,1,6,26.98702516,11.96400897,0.776378053,,609.3219735
77.679,2.679,7,7,1,6,26.98683802,11.96286435,0.777922461,,609.2636784
77.688,2.688,7,7,1,6,26.98704103,11.96069952,0.780740576,,609.1534246
77.697,2.697,7,7,1,6,26.98683248,11.96008853,0.78314964,,609.1223072
77.706,2.706,7,7,1,6,26.98723152,11.95946198,0.782997179,,609.0903968
77.715,2.715,7,7,1,6,26.98723686,11.95717839,0.782446374,,608.9740949
