Total Time (s),Cycle Elapsed Time (s),Total Cycles,Elapsed Cycles,Step,Total Cycle Count(8800MTB25266 Linear Waveform),Position (mm),Force (kN),Strain 1 (%),Unnamed: 9,Stress
15.144,2.643,2,2,1,1,26.99033841,12.34596919,0.783627358,,628.7750478
15.153,2.652,2,2,1,1,26.99025879,12.34450017,0.786416161,,628.7002309
15.162,2.661,2,2,1,1,26.98995345,12.34257378,0.789333911,,628.6021206
15.171,2.67,2,2,1,1,26.9902597,12.34047951,0.79032348,,628.4954603
15.18,2.679,2,2,1,1,26.99050468,12.34023888,0.790880079,,628.4832051
15.189,2.688,2,2,1,1,26.99079639,12.33817264,0.790039285,,628.3779725
15.198,2.697,2,2,1,1,26.9908248,12.33625606,0.790279218,,628.2803621
15.207,2.706,2,2,1,1,26.99111586,12.33358973,0.790377988,,628.1445669
15.216,2.715,2,2,1,1,26.99151218,12.33239193,0.791590132,,628.0835633
15.225,2.724,2,2,1,1,26.99133483,12.32871521,0.794172606,,627.8963097
15.234,2.733,2,2,1,1,26.99151159,12.32645446,0.796840755,,627.7811708
15.243,2.742,2,2,1,1,26.99151308,12.32460814,0.796828734,,627.6871384
15.252,2.751,2,2,1,1,26.99122881,12.32152328,0.796163913,,627.5300275
15.261,2.76,2,2,1,1,26.99145468,12.32030094,0.795860331,,627.4677745
15.27,2.769,2,2,1,1,26.99120245,12.31640929,0.79562427,,627.2695743
15.279,2.778,2,2,1,1,26.9913682,12.31433103,0.796388751,,627.1637293
15.288,2.787,2,2,1,1,26.99184105,12.31006805,0.798603401,,626.9466176
15.297,2.796,2,2,1,1,26.99166742,12.30788061,0.801400348,,626.8352123
15.306,2.805,2,2,1,1,26.99151576,12.3047194,0.80208571,,626.6742131
15.315,2.814,2,2,1,1,26.99197913,12.30111951,0.801640775,,626.4908721
15.324,2.823,2,2,1,1,26.99181797,12.29875215,0.801316574,,626.3703036
15.333,2.832,2,2,1,1,26.99166178,12.29603812,0.800889707,,626.2320789
15.342,2.841,2,2,1,1,26.99150053,12.29221181,0.800514449,,626.0372069
15.351,2.85,2,2,1,1,26.99197177,12.28943375,0.80233559,,625.8957215
15.36,2.859,2,2,1,1,26.99179792,12.28706765,0.804941294,,625.7752167
15.369,2.868,2,2,1,1,26.9922583,12.28360455,0.806597987,,625.5988427
15.378,2.877,2,2,1,1,26.99213485,12.27973589,0.806323624,,625.4018133
15.387,2.886,2,2,1,1,26.99193483,12.2773566,0.805554967,,625.2806372
15.396,2.895,2,2,1,1,26.99269045,12.27313496,0.805382053,,625.0656309
15.405,2.904,2,2,1,1,26.99245828,12.27014163,0.805010297,,624.9131817
15.414,2.913,2,2,1,1,26.99226071,12.26555783,0.805708007,,624.6797309
15.423,2.922,2,2,1,1,26.99272243,12.26300018,0.807889568,,624.5494708
15.432,2.931,2,2,1,1,26.99252343,12.26023905,0.810183346,,624.4088475
15.441,2.94,2,2,1,1,26.99259178,12.25691654,0.810200477,,624.2396336
15.45,2.949,2,2,1,1,26.99265137,12.25312123,0.809443387,,624.04634
15.459,2.958,2,2,1,1,26.99269743,12.24969841,0.808728843,,623.8720173
15.468,2.967,2,2,1,1,26.99265895,12.24559138,0.808115317,,623.6628476
15.477,2.976,2,2,1,1,26.992372,12.24290086,0.808147287,,623.5258206
15.486,2.985,2,2,1,1,26.99254224,12.23842282,0.810326157,,623.297756
15.495,2.994,2,2,1,1,26.99234751,12.23635209,0.812645826,,623.1922948
15.504,3.003,2,2,1,1,26.99295164,12.23207148,0.813487295,,622.9742847
15.513,3.012,2,2,1,1,26.99246735,12.22827644,0.813063874,,622.7810051
15.522,3.021,2,2,1,1,26.99302898,12.22572151,0.811942701,,622.6508834
15.531,3.03,2,2,1,1,26.99202678,12.22204446,0.811136236,,622.4636132
15.54,3.039,2,2,1,1,26.99274431,12.21884393,0.81094197,,622.3006114
15.549,3.048,2,2,1,1,26.99295091,12.21464169,0.811841234,,622.0865931
15.558,3.057,2,2,1,1,26.99263667,12.21185468,0.814237531,,621.9446519
15.567,3.066,2,2,1,1,26.9927121,12.20952359,0.815990314,,621.8259304
15.582,3.081,2,2,1,1,26.99295942,12.20409657,0.815959757,,621.5495346
15.591,3.09,2,2,1,1,26.99270234,12.20182777,0.816871838,,621.4339855
15.6,3.099,2,2,1,1,26.9927639,12.19803558,0.81659746,,621.2408505
15.609,3.108,2,2,1,1,26.99279618,12.195358,0.815641791,,621.1044829
15.618,3.117,2,2,1,1,26.99295168,12.19212539,0.814561923,,620.9398475
15.634,3.133,2,2,1,1.25,26.99252451,12.186131,0.815462444,,620.6345557
15.643,3.142,2,2,1,1.25,26.99241852,12.18380273,0.814488805,,620.5159774
15.652,3.151,2,2,1,1.25,26.99243015,12.18096843,0.815242918,,620.3716277
15.661,3.16,2,2,1,1.25,26.99302431,12.17764541,0.817894419,,620.2023878
15.67,3.169,2,2,1,1.25,26.99276551,12.17609866,0.819454048,,620.1236124
15.679,3.178,2,2,1,1.25,26.99316751,12.17314581,0.819145041,,619.9732251
15.688,3.187,2,2,1,1.25,26.99237003,12.17139925,0.818145151,,619.8842736
15.697,3.196,2,2,1,1.25,26.99288478,12.16789584,0.817407816,,619.7058463
15.706,3.205,2,2,1,1.25,26.99269776,12.16560437,0.816665834,,619.589143
15.715,3.214,2,2,1,1.25,26.99300155,12.16249939,0.81637886,,619.4310076
15.724,3.223,2,2,1,1.25,26.99250317,12.15999809,0.818525622,,619.3036174
15.733,3.232,2,2,1,1.25,26.99290185,12.15666339,0.82079947,,619.1337824
15.742,3.241,2,2,1,1.25,26.99251655,12.1552512,0.821407717,,619.0618601
15.751,3.25,2,2,1,1.25,26.99302318,12.15392238,0.820278774,,618.994184
15.76,3.259,2,2,1,1.25,26.9930132,12.15085181,0.819276079,,618.8378008
15.769,3.268,2,2,1,1.25,26.99273871,12.14872983,0.818794977,,618.7297294
15.778,3.277,2,2,1,1.25,26.99362949,12.14563922,0.81800862,,618.572326
15.787,3.286,2,2,1,1.25,26.99228417,12.14347559,0.819141993,,618.4621334
15.796,3.295,2,2,1,1.25,26.99317391,12.14226886,0.82151416,,618.4006752
15.805,3.304,2,2,1,1.25,26.99285012,12.13938105,0.822522669,,618.2536002
15.814,3.313,2,2,1,1.25,26.99258311,12.13599096,0.822397846,,618.0809444
15.823,3.322,2,2,1,1.25,26.99247211,12.13526156,0.821409337,,618.043796
15.832,3.331,2,2,1,1.25,26.99236585,12.13340777,0.820602292,,617.9493834
15.841,3.34,2,2,1,1.25,26.99348084,12.13163118,0.819744567,,617.8589027
15.85,3.349,2,2,1,1.25,26.99247426,12.12781043,0.819966108,,617.6643131
15.859,3.358,2,2,1,1.25,26.99333446,12.12674235,0.821860959,,617.6099164
15.86,3.359,2,2,1,1.25,26.99381387,12.12669035,0.823622195,,617.6072678
15.869,3.368,2,2,1,1.25,26.99306021,12.12413938,0.824166272,,617.4773484
15.878,3.377,2,2,1,1.25,26.99286232,12.12159626,0.822937555,,617.347828
15.887,3.386,2,2,1,1.25,26.99281636,12.11829365,0.821890313,,617.1796276
15.896,3.395,2,2,1,1.25,26.99300662,12.11627833,0.821145068,,617.0769884
15.905,3.404,2,2,1,1.25,26.99269346,12.11552554,0.8206869,,617.0386488
15.914,3.413,2,2,1,1.25,26.99301382,12.11266186,0.822058926,,616.8928031
15.923,3.422,2,2,1,1.25,26.99279224,12.11021154,0.824583704,,616.7680093
15.932,3.431,2,2,1,1.25,26.99311022,12.10796452,0.825449745,,616.6535695
15.941,3.44,2,2,1,1.25,26.99267228,12.10772881,0.824596477,,616.6415647
15.95,3.449,2,2,1,1.25,26.99336615,12.1040299,0.823458518,,616.4531809
15.959,3.458,2,2,1,1.25,26.99289969,12.10232843,0.822909095,,616.3665255
15.968,3.467,2,2,1,1.25,26.9929882,12.10160803,0.822005966,,616.3298358
15.977,3.476,2,2,1,1.25,26.99250334,12.09952909,0.822574873,,616.2239564
15.986,3.485,2,2,1,1.25,26.9928837,12.09737321,0.825008747,,616.1141586
15.995,3.494,2,2,1,1.25,26.99267076,12.09490386,0.82651469,,615.9883956
16.004,3.503,2,2,1,1.25,26.99275236,12.09333028,0.826234376,,615.9082535
16.013,3.512,2,2,1,1.25,26.99330739,12.0909723,0.825408609,,615.7881628
16.022,3.521,2,2,1,1.25,26.99225485,12.0885866,0.823942129,,615.6666601
16.031,3.53,2,2,1,1.25,26.99304599,12.08649922,0.823186202,,615.5603506
16.04,3.539,2,2,1,1.25,26.99279057,12.08382262,0.822929733,,615.4240327
16.049,3.548,2,2,1,1.25,26.9931241,12.08137801,0.824323137,,615.2995293
16.058,3.557,2,2,1,1.25,26.99299608,12.07933203,0.826817894,,615.1953284
16.067,3.566,2,2,1,1.25,26.99301491,12.07685574,0.827457561,,615.069212
16.076,3.575,2,2,1,1.25,26.99311714,12.074024,0.826472014,,614.9249927
16.085,3.584,2,2,1,1.25,26.99296393,12.07099526,0.825197528,,614.7707404
16.094,3.593,2,2,1,1.25,26.99252278,12.06813219,0.824666548,,614.6249254
16.103,3.602,2,2,1,1.25,26.99266288,12.0639248,0.823602369,,614.4106446
16.112,3.611,2,2,1,1.25,26.99302779,12.05992871,0.82417274,,614.2071255
16.121,3.62,2,2,1,1.25,26.99263135,12.05391348,0.826680845,,613.9007725
16.122,3.621,2,2,1,1.25,26.99224622,12.05314523,0.827964574,,613.8616456
16.131,3.63,2,2,1,1.25,26.99284363,12.0492319,0.82732514,,613.6623415
16.14,3.639,2,2,1,1.25,26.9926504,12.04095815,0.826166927,,613.2409632
16.149,3.648,2,2,1,1.25,26.9925347,12.03162335,0.82527263,,612.7655455
16.158,3.657,2,2,1,1.25,26.99198086,12.02314589,0.824143857,,612.3337922
16.167,3.666,2,2,1,1.25,26.99234772,12.01192568,0.823748891,,611.7623513
16.176,3.675,2,2,1,1.25,26.99162305,11.99812422,0.82508412,,611.0594485
16.185,3.684,2,2,1,1.25,26.99138695,11.98529054,0.826613919,,610.4058349
16.194,3.693,2,2,1,1.25,26.99156376,11.96920888,0.826626656,,609.5868027
16.203,3.702,2,2,1,1.25,26.99086102,11.95270451,0.825097485,,608.746242
16.212,3.711,2,2,1,1.25,26.9907301,11.93520185,0.823816934,,607.8548387
16.221,3.72,2,2,1,1.25,26.99040096,11.91666523,0.822521263,,606.9107767
16.23,3.729,2,2,1,1.25,26.98989798,11.8955371,0.821448958,,605.8347296
16.239,3.738,2,2,1,1.25,26.99016296,11.87203722,0.821828789,,604.6378905
16.248,3.747,2,2,1,1.25,26.98957441,11.84963935,0.823419384,,603.4971767
16.257,3.756,2,2,1,1.25,26.98930597,11.82407487,0.824261742,,602.1951882
16.266,3.765,2,2,1,1.25,26.98916173,11.79726559,0.822657128,,600.8298028
16.275,3.774,2,2,1,1.25,26.98857553,11.77060437,0.821057725,,599.4719577
16.284,3.783,2,2,1,1.25,26.98757165,11.74132489,0.819373065,,597.9807661
16.293,3.792,2,2,1,1.25,26.98741906,11.71205976,0.817798716,,596.4903054
16.302,3.801,2,2,1,1.25,26.98691831,11.67992096,0.817388122,,594.8534899
16.311,3.81,2,2,1,1.25,26.98609122,11.64714441,0.818127947,,593.1841941
16.32,3.819,2,2,1,1.25,26.98565696,11.61273935,0.819325933,,591.4319583
16.329,3.828,2,2,1,1.25,26.9851187,11.57785503,0.818353368,,589.6553147
16.338,3.837,2,2,1,1.25,26.98408493,11.54247563,0.816527764,,587.8534564
16.347,3.846,2,2,1,1.25,26.98362999,11.50373082,0.814334688,,585.8801996
16.356,3.855,2,2,1,1.25,26.98389063,11.46596736,0.81278275,,583.9569226
16.365,3.864,2,2,1,1.25,26.98213003,11.42668298,0.811486675,,581.9561856
16.374,3.873,2,2,1,1.25,26.98267203,11.3845721,0.811239193,,579.8114962
16.383,3.882,2,2,1,1.25,26.98198488,11.34182836,0.812462217,,577.6345752
16.392,3.891,2,2,1,1.25,26.97988115,11.29781568,0.812252671,,575.3930276
16.401,3.9,2,2,1,1.25,26.98010757,11.2543766,0.810212062,,573.1806935
16.41,3.909,2,2,1,1.25,26.97922081,11.20879272,0.808392599,,570.8591256
16.419,3.918,2,2,1,1.25,26.97820514,11.161752,0.806253163,,568.4633612
16.428,3.927,2,2,1,1.25,26.97731967,11.11429955,0.804307604,,566.0466279
16.437,3.936,2,2,1,1.25,26.97684399,11.0652769,0.80345546,,563.549925
16.446,3.945,2,2,1,1.25,26.97614854,11.0160976,0.8041005,,561.0452436
16.455,3.954,2,2,1,1.25,26.97508801,10.96577006,0.804669121,,558.4820834
16.464,3.963,2,2,1,1.25,26.9744391,10.91213167,0.803159166,,555.7503022
16.473,3.972,2,2,1,1.25,26.97369189,10.86041796,0.800929991,,553.1165448
16.482,3.981,2,2,1,1.25,26.97294062,10.80814696,0.798366355,,550.4544044
16.491,3.99,2,2,1,1.25,26.97143827,10.75350385,0.796273425,,547.671454
16.5,3.999,2,2,1,1.25,26.9702416,10.69809931,0.794519683,,544.8497237
16.509,4.008,2,2,1,1.25,26.96958318,10.64226222,0.794129808,,542.0059639
16.518,4.017,2,2,1,1.25,26.96935869,10.58697584,0.79510655,,539.1902521
16.527,4.026,2,2,1,1.25,26.96805167,10.53123842,0.794434567,,536.3515683
16.536,4.035,2,2,1,1.25,26.96728085,10.47257881,0.792805153,,533.3640592
16.545,4.044,2,2,1,1.25,26.9658207,10.41488514,0.789954154,,530.4257448
16.554,4.053,2,2,1,1.25,26.96509486,10.35712054,0.787471076,,527.4838177
16.563,4.062,2,2,1,1.25,26.96440587,10.29708295,0.785235398,,524.4261283
16.572,4.071,2,2,1,1.25,26.96296813,10.2373738,0.783632318,,521.3851662
16.581,4.08,2,2,1,1.25,26.9621225,10.17598562,0.784347246,,518.2586918
16.59,4.089,2,2,1,1.25,26.9612877,10.11545291,0.784565228,,515.1757862
16.599,4.098,2,2,1,1.25,26.96003684,10.0535556,0.783481245,,512.0233823
16.608,4.107,2,2,1,1.25,26.95952452,9.990045083,0.78053475,,508.7888181
16.617,4.116,2,2,1,1.25,26.9581625,9.928142017,0.778321984,,505.6361209
16.626,4.125,2,2,1,1.25,26.95670171,9.864218123,0.775514611,,502.3805037
16.635,4.134,2,2,1,1.25,26.95585685,9.799954378,0.773457182,,499.107578
16.644,4.143,2,2,1,1.25,26.95475068,9.735023731,0.772944574,,495.8006873
16.653,4.152,2,2,1,1.25,26.95352115,9.668329622,0.773587718,,492.4039842
16.662,4.161,2,2,1,1.25,26.95281171,9.602698159,0.773002949,,489.0614013
16.671,4.17,2,2,1,1.25,26.95112076,9.535956248,0.770803659,,485.6622637
16.68,4.179,2,2,1,1.25,26.95040974,9.468958455,0.767635643,,482.2500941
16.689,4.188,2,2,1,1.25,26.94951326,9.401468172,0.765200555,,478.8128422
16.698,4.197,2,2,1,1.25,26.94778402,9.334104802,0.762704267,,475.3820539
16.707,4.206,2,2,1,1.25,26.94731156,9.26360079,0.760954675,,471.7913141
16.716,4.215,2,2,1,1.25,26.9452283,9.194388461,0.761151614,,468.2663592
16.725,4.224,2,2,1,1.25,26.94454125,9.122632489,0.761484005,,464.6118575
16.734,4.233,2,2,1,1.25,26.94355763,9.05247681,0.75981195,,461.0388581
16.743,4.242,2,2,1,1.25,26.94175049,8.982600154,0.756798484,,457.4800692
16.752,4.251,2,2,1,1.25,26.94077062,8.909631619,0.753825627,,453.7638122
16.761,4.26,2,2,1,1.25,26.93947642,8.837642251,0.751357796,,450.0974239
16.77,4.269,2,2,1,1.25,26.93765153,8.764248676,0.749052448,,446.3595198
16.779,4.278,2,2,1,1.25,26.93754884,8.689496055,0.747993498,,442.5524
16.788,4.287,2,2,1,1.25,26.93612319,8.617175112,0.748611552,,438.8691247
16.797,4.296,2,2,1,1.25,26.93401657,8.541646475,0.747407963,,435.0224827
16.806,4.305,2,2,1,1.25,26.93337615,8.464640941,0.745071945,,431.1006231
16.815,4.314,2,2,1,1.25,26.93165065,8.39095244,0.741983523,,427.3476986
16.824,4.323,2,2,1,1.25,26.93080991,8.314016765,0.739141815,,423.4293968
16.833,4.332,2,2,1,1.25,26.9288933,8.238400285,0.736542333,,419.5782811
16.842,4.341,2,2,1,1.25,26.9277322,8.161869806,0.734903517,,415.6806158
16.851,4.35,2,2,1,1.25,26.92602941,8.080950294,0.734904335,,411.5594189
16.86,4.359,2,2,1,1.25,26.92543697,8.002194751,0.734307831,,407.5484321
16.869,4.368,2,2,1,1.25,26.92336839,7.923143733,0.732334228,,403.5223968
16.878,4.377,2,2,1,1.25,26.92239524,7.843034794,0.72928983,,399.442482
16.887,4.386,2,2,1,1.25,26.92052924,7.762723113,0.725974786,,395.3522417
16.896,4.395,2,2,1,1.25,26.92001806,7.682832988,0.72295718,,391.283471
16.905,4.404,2,2,1,1.25,26.9179525,7.60109483,0.720651804,,387.1205808
16.914,4.413,2,2,1,1.25,26.91691546,7.519095544,0.719664846,,382.9443915
16.923,4.422,2,2,1,1.25,26.91512074,7.437952529,0.720165093,,378.8118117
16.932,4.431,2,2,1,1.25,26.91373486,7.35749159,0.718710716,,374.7139697
16.941,4.44,2,2,1,1.25,26.91235483,7.27422678,0.715849322,,370.4733277
16.95,4.449,2,2,1,1.25,26.91120915,7.192510249,0.712541417,,366.311539
16.959,4.458,2,2,1,1.25,26.91004898,7.110522831,0.709404115,,362.1359541
16.968,4.467,2,2,1,1.25,26.90789533,7.028132876,0.706469531,,357.9398681
16.977,4.476,2,2,1,1.25,26.90639368,6.945139293,0.704817628,,353.7130397
16.986,4.485,2,2,1,1.25,26.9046028,6.86039361,0.705020819,,349.3969775
16.995,4.494,2,2,1,1.25,26.90420692,6.77840262,0.704207091,,345.2212106
17.004,4.503,2,2,1,1.25,26.9014882,6.693394982,0.701694261,,340.8918072
17.013,4.512,2,2,1,1.25,26.90042491,6.607284489,0.698370718,,336.5062358
17.022,4.521,2,2,1,1.25,26.89861914,6.522197914,0.69493593,,332.1728121
17.031,4.53,2,2,1,1.25,26.89770128,6.436879019,0.692093281,,327.8275565
17.04,4.539,2,2,1,1.25,26.89525675,6.349776355,0.689471535,,323.3914542
17.049,4.548,2,2,1,1.25,26.89437367,6.261876335,0.688923233,,318.914743
17.058,4.557,2,2,1,1.25,26.89266152,6.173931719,0.688757846,,314.4357604
17.067,4.566,2,2,1,1.25,26.89109618,6.085383566,0.686870255,,309.92604
17.076,4.575,2,2,1,1.25,26.88928438,5.996950292,0.683628009,,305.4221704
17.085,4.584,2,2,1,1.25,26.88776329,5.909565209,0.680443194,,300.9716847
17.094,4.593,2,2,1,1.25,26.88672053,5.817909159,0.676848135,,296.3036804
17.103,4.602,2,2,1,1.25,26.88455327,5.72775158,0.673928986,,291.7119925
17.112,4.611,2,2,1,1.25,26.88294141,5.636081814,0.672038584,,287.0432897
17.121,4.62,2,2,1,1.25,26.88140676,5.545688174,0.672052706,,282.4395794
17.13,4.629,2,2,1,1.25,26.87945105,5.454160368,0.670956483,,277.7781066
17.139,4.638,2,2,1,1.25,26.87829896,5.364503803,0.668308169,,273.2119352
17.148,4.647,2,2,1,1.25,26.87612308,5.271463842,0.664703728,,268.4734489
17.157,4.656,2,2,1,1.25,26.87534847,5.178922049,0.661321638,,263.7603341
17.166,4.665,2,2,1,1.25,26.87312862,5.088756318,0.657964842,,259.1682311
17.175,4.674,2,2,1,1.25,26.87143797,4.995171586,0.655142265,,254.4019998
17.184,4.683,2,2,1,1.25,26.86977199,4.902116107,0.65443978,,249.6627232
17.193,4.692,2,2,1,1.25,26.86807917,4.811095425,0.653964331,,245.0270779
17.202,4.701,2,2,1,1.25,26.86593374,4.718850834,0.652177016,,240.3290995
17.211,4.71,2,2,1,1.25,26.86440339,4.627205838,0.648341736,,235.6616582
17.22,4.719,2,2,1,1.25,26.86286801,4.536278279,0.645334681,,231.0307557
17.229,4.728,2,2,1,1.25,26.86080747,4.444094415,0.64183407,,226.33587
17.238,4.737,2,2,1,1.25,26.85922923,4.353664498,0.638768843,,221.7303121
17.247,4.746,2,2,1,1.25,26.85721524,4.259508672,0.637089437,,216.9349953
17.256,4.755,2,2,1,1.25,26.85568123,4.167728135,0.636870114,,212.2606509
17.265,4.764,2,2,1,1.25,26.85424105,4.074476146,0.635569831,,207.5113661
17.274,4.773,2,2,1,1.25,26.85201983,3.983339572,0.632704693,,202.8698185
17.283,4.782,2,2,1,1.25,26.85047112,3.890984087,0.628895792,,198.1661923
17.292,4.791,2,2,1,1.25,26.84890205,3.798190243,0.62566467,,193.4402406
17.301,4.8,2,2,1,1.25,26.84740064,3.705906805,0.622388566,,188.7402837
17.31,4.809,2,2,1,1.25,26.84565788,3.613503117,0.619651378,,184.0342025
17.319,4.818,2,2,1,1.25,26.84342558,3.519791135,0.618872136,,179.2614905
17.328,4.827,2,2,1,1.25,26.84227438,3.42387011,0.61870279,,174.3762728
17.337,4.836,2,2,1,1.25,26.83957739,3.330788937,0.615974114,,169.6356876
17.346,4.845,2,2,1,1.25,26.83805161,3.233566693,0.612662334,,164.6841994
17.355,4.854,2,2,1,1.25,26.8361133,3.139231474,0.608961226,,159.8797461
17.364,4.863,2,2,1,1.25,26.83450392,3.045001932,0.605410491,,155.080675
17.373,4.872,2,2,1,1.25,26.83241288,2.949728224,0.602347952,,150.2284248
17.382,4.881,2,2,1,1.25,26.83074404,2.853967315,0.600334093,,145.3513618
17.391,4.89,2,2,1,1.25,26.82847096,2.758706518,0.6007948,,140.4997692
17.4,4.899,2,2,1,1.25,26.82735771,2.663184162,0.598760594,,135.6348556
17.409,4.908,2,2,1,1.25,26.82493165,2.570043982,0.595623848,,130.8912652
17.418,4.917,2,2,1,1.25,26.82304646,2.47756291,0.592042701,,126.1812429
17.427,4.926,2,2,1,1.25,26.82150489,2.384878508,0.588319735,,121.460865
17.436,4.935,2,2,1,1.25,26.81957163,2.292898098,0.585220516,,116.7763412
17.445,4.944,2,2,1,1.25,26.81700447,2.20093722,0.582831423,,112.0928122
17.454,4.953,2,2,1,1.25,26.81622879,2.108599144,0.582344571,,107.3900726
17.463,4.962,2,2,1,1.25,26.81346903,2.018263921,0.581457066,,102.7893375
17.472,4.971,2,2,1,1.25,26.81215853,1.925330391,0.578930727,,98.0562716
17.481,4.98,2,2,1,1.25,26.8098781,1.833633906,0.575157835,,93.38620796
17.49,4.989,2,2,1,1.25,26.80879685,1.742503424,0.571321355,,88.74497064
17.499,4.998,2,2,1,1.25,26.80569272,1.650037607,0.567956591,,84.03572528
17.508,5.007,2,2,1,1.25,26.80480768,1.557564694,0.564762977,,79.32611846
17.517,5.016,2,2,1,1.25,26.8022937,1.465113946,0.563549227,,74.61764053
17.526,5.025,2,2,1,1.25,26.80000914,1.3737844,0.563211364,,69.96626494
17.535,5.034,2,2,1,1.25,26.79859957,1.279712812,0.561881964,,65.17523834
17.544,5.043,2,2,1,1.25,26.79654791,1.18778467,0.558532365,,60.4933765
17.553,5.052,2,2,1,1.25,26.79471471,1.094664957,0.55431775,,55.75082844
17.562,5.061,2,2,1,1.25,26.79221344,1.000862805,0.550878361,,50.97352407
17.571,5.07,2,2,1,1.25,26.79027729,0.906918994,0.546885186,,46.18900508
17.58,5.079,2,2,1,1.25,26.7878379,0.811492135,0.544167888,,41.32895505
17.589,5.088,2,2,1,1.25,26.78555843,0.715881286,0.543983931,,36.45953451
17.598,5.097,2,2,1,1.25,26.78350356,0.621287821,0.543284452,,31.64192889
17.607,5.106,2,2,1,1.25,26.78169081,0.527961652,0.540312748,,26.88886614
17.616,5.115,2,2,1,1.25,26.77906444,0.436726754,0.536662538,,22.24231092
17.625,5.124,2,2,1,1.25,26.77685677,0.34441849,0.533118607,,17.54108964
17.634,5.133,2,2,1,1.25,26.7753011,0.253893107,0.529549492,,12.93066976
17.643,5.142,2,2,1,1.25,26.7727433,0.162952187,0.526804584,,8.299086731
17.652,5.151,2,2,1,1.25,26.77070914,0.072749755,0.526121127,,3.705114617
17.661,5.16,2,2,1,1.25,26.76823136,-0.015645218,0.5260957,,-0.796804392
17.67,5.169,2,2,1,1.25,26.76641545,-0.103365474,0.525285822,,-5.264360357
17.679,5.178,2,2,1,1.25,26.76334805,-0.187939787,0.522885156,,-9.571694743
17.688,5.187,2,2,1,1.25,26.76112155,-0.270330372,0.520439967,,-13.76781277
17.697,5.196,2,2,1,1.25,26.75854448,-0.350174585,0.519213648,,-17.83424519
17.706,5.205,2,2,1,1.25,26.75631183,-0.434463764,0.517386501,,-22.12705781
17.715,5.214,2,2,1,1.25,26.75363087,-0.529598806,0.516663556,,-26.97224571
17.724,5.223,2,2,1,1.25,26.75100421,-0.633820885,0.517255208,,-32.28023261
17.733,5.232,2,2,1,1.25,26.74814495,-0.749020701,0.517360062,,-38.14731105
17.742,5.241,2,2,1,1.25,26.74525217,-0.87421358,0.514633488,,-44.523332
17.751,5.25,2,2,1,1.25,26.74225664,-1.005553622,0.510534502,,-51.21242544
17.76,5.259,2,2,1,1.25,26.7390565,-1.140241868,0.505740666,,-58.07204149
17.769,5.268,2,2,1,1.25,26.73599973,-1.279836624,0.501534365,,-65.18154402
17.778,5.277,2,2,1,1.25,26.73380974,-1.42034413,0.497601143,,-72.33753252
17.787,5.286,2,2,1,1.25,26.73061377,-1.560848861,0.495355654,,-79.49337972
17.796,5.295,2,2,1,1.25,26.72801252,-1.705240368,0.493301249,,-86.84717881
17.805,5.304,2,2,1,1.25,26.72500978,-1.846519761,0.489463533,,-94.04247921
17.814,5.313,2,2,1,1.25,26.7216678,-1.990028231,0.484564258,,-101.3513056
17.823,5.322,2,2,1,1.25,26.71941882,-2.133638059,0.478605839,,-108.6652941
17.832,5.331,2,2,1,1.25,26.71647986,-2.276406059,0.473462917,,-115.9364086
17.841,5.34,2,2,1,1.25,26.71359815,-2.419986337,0.468643769,,-123.2488921
17.85,5.349,2,2,1,1.25,26.71104224,-2.562980662,0.464249898,,-130.5315333
17.859,5.358,2,2,1,1.25,26.70769118,-2.70591269,0.461716209,,-137.8110017
17.868,5.367,2,2,1,1.25,26.70563343,-2.847713823,0.457772307,,-145.0328741
17.877,5.376,2,2,1,1.25,26.70305964,-2.987948398,0.453196227,,-152.1749623
17.886,5.385,2,2,1,1.25,26.69939172,-3.12763258,0.446764232,,-159.2890193
17.895,5.394,2,2,1,1.25,26.69766033,-3.263921527,0.440975484,,-166.2301584
17.904,5.403,2,2,1,1.25,26.69463559,-3.396655763,0.435648572,,-172.9902575
17.913,5.412,2,2,1,1.25,26.6918004,-3.52938334,0.42983288,,-179.7500175
17.922,5.421,2,2,1,1.25,26.68916768,-3.65746345,0.42662205,,-186.2730839
17.931,5.43,2,2,1,1.25,26.6869874,-3.786073405,0.423426154,,-192.8231351
17.94,5.439,2,2,1,1.25,26.68399837,-3.912568034,0.419409962,,-199.2654537
17.949,5.448,2,2,1,1.25,26.68215298,-4.037616339,0.413325276,,-205.6341116
17.958,5.457,2,2,1,1.25,26.67966424,-4.162152486,0.406918655,,-211.9766855
17.967,5.466,2,2,1,1.25,26.67741198,-4.284277964,0.401365617,,-218.196485
17.976,5.475,2,2,1,1.25,26.67498848,-4.402420294,0.395098949,,-224.2134245
17.985,5.484,2,2,1,1.25,26.6721455,-4.518314983,0.391339717,,-230.1158925
17.994,5.493,2,2,1,1.25,26.67053524,-4.633578879,0.388345837,,-235.9862345
18.003,5.502,2,2,1,1.25,26.66734695,-4.741156767,0.384450958,,-241.4651313
18.012,5.511,2,2,1,1.25,26.6659724,-4.84947664,0.379680945,,-246.9818172
18.021,5.52,2,2,1,1.25,26.66287267,-4.955534008,0.37318536,,-252.3832746
18.03,5.529,2,2,1,1.25,26.66180194,-5.062054727,0.36769702,,-257.8083302
18.039,5.538,2,2,1,1.25,26.65882715,-5.167456124,0.361167823,,-263.1763793
18.048,5.547,2,2,1,1.25,26.65722451,-5.271897642,0.356224404,,-268.4955422
