Total Time (s),Cycle Elapsed Time (s),Total Cycles,Elapsed Cycles,Step,Total Cycle Count(8800MTB25266 Linear Waveform),Position (mm),Force (kN),Strain 1 (%),Stress
0.326,0.326,1,1,1,0,28.63339251,2.225858998,0.059491657,113.3620698
0.327,0.327,1,1,1,0,28.63407554,2.242957056,0.059549734,114.2328668
0.328,0.328,1,1,1,0,28.63423498,2.260483056,0.060222261,115.1254587
0.329,0.329,1,1,1,0,28.63425883,2.277388424,0.061729513,115.986442
0.33,0.33,1,1,1,0,28.63443121,2.293999214,0.062892325,116.8324226
0.331,0.331,1,1,1,0,28.63466972,2.310832124,0.063244682,117.6897157
0.332,0.332,1,1,1,0,28.63500584,2.327719145,0.063208994,118.5497646
0.333,0.333,1,1,1,0,28.63555215,2.344901487,0.063179843,119.4248541
0.334,0.334,1,1,1,0,28.63578694,2.362366579,0.063111633,120.314344
0.335,0.335,1,1,1,0,28.63601018,2.379745524,0.062940884,121.1994464
0.336,0.336,1,1,1,0,28.63645377,2.396280784,0.06349165,122.0415803
0.337,0.337,1,1,1,0,28.63697698,2.412828896,0.065311454,122.8843687
0.338,0.338,1,1,1,0,28.63718979,2.430042624,0.066963248,123.7610567
0.339,0.339,1,1,1,0,28.63736441,2.447882574,0.067496859,124.6696379
0.34,0.34,1,1,1,0,28.63775007,2.46561449,0.067288987,125.572717
0.341,0.341,1,1,1,0,28.63822998,2.483052202,0.066959187,126.4608123
0.342,0.342,1,1,1,0,28.63829397,2.500370052,0.066681765,127.3428032
0.343,0.343,1,1,1,0,28.63819646,2.51748506,0.066495333,128.2144634
0.344,0.344,1,1,1,0,28.63855651,2.534530219,0.067153145,129.0825663
0.345,0.345,1,1,1,0,28.63937207,2.551712468,0.069179926,129.9576511
0.346,0.346,1,1,1,0,28.63982134,2.569336724,0.071121063,130.855247
0.347,0.347,1,1,1,0,28.63973612,2.587220073,0.071684159,131.7660385
0.348,0.348,1,1,1,0,28.63999689,2.604882605,0.071168877,132.665584
0.349,0.349,1,1,1,0,28.64067592,2.622063458,0.070405453,133.5405976
0.35,0.35,1,1,1,0,28.64125865,2.639903314,0.070180893,134.4491741
0.351,0.351,1,1,1,0,28.641403,2.658087667,0.070475508,135.3752956
0.352,0.352,1,1,1,0,28.64128472,2.675179299,0.071285889,136.2457652
0.353,0.353,1,1,1,0,28.6414193,2.691385243,0.073068272,137.0711272
0.354,0.354,1,1,1,0,28.64196738,2.708389983,0.07460868,137.9371715
0.355,0.355,1,1,1,0,28.6421719,2.726373821,0.075025707,138.8530809
0.356,0.356,1,1,1,0,28.64232138,2.743719053,0.074861702,139.7364663
0.357,0.357,1,1,1,0,28.64254322,2.760142833,0.074793808,140.5729226
0.358,0.358,1,1,1,0,28.6429734,2.776164096,0.074873623,141.3888788
0.359,0.359,1,1,1,0,28.6430398,2.79253982,0.07487651,142.2228876
0.36,0.36,1,1,1,0,28.64325559,2.810262702,0.075183529,143.1255066
0.361,0.361,1,1,1,0,28.64372581,2.828647569,0.076650083,144.0618402
0.362,0.362,1,1,1,0,28.64412069,2.846515458,0.078299176,144.9718443
0.363,0.363,1,1,1,0,28.64445066,2.86350688,0.079161748,145.8372103
0.364,0.364,1,1,1,0,28.64466896,2.88019944,0.079217423,146.6873554
0.365,0.365,1,1,1,0,28.64496028,2.897322085,0.078999661,147.5594046
0.366,0.366,1,1,1,0,28.64522645,2.915026434,0.078939591,148.4610797
0.367,0.367,1,1,1,0,28.64555391,2.933205944,0.078987628,149.3869546
0.368,0.368,1,1,1,0,28.64603549,2.951245662,0.079140849,150.3057099
0.369,0.369,1,1,1,0,28.64657771,2.968516201,0.08034749,151.1852912
0.37,0.37,1,1,1,0,28.64697557,2.985509671,0.082124434,152.0507616
0.371,0.371,1,1,1,0,28.64707019,3.002516273,0.08320462,152.9169007
0.372,0.372,1,1,1,0,28.6471365,3.01983878,0.083352663,153.7991288
0.373,0.373,1,1,1,0,28.6477901,3.038134612,0.083096083,154.7309279
0.374,0.374,1,1,1,0,28.64843709,3.056839667,0.082913078,155.6835685
0.375,0.375,1,1,1,0,28.64884194,3.075497132,0.082772262,156.6337854
0.376,0.376,1,1,1,0,28.64885991,3.094278462,0.082799401,157.5903107
0.377,0.377,1,1,1,0,28.64898378,3.112566192,0.084073842,158.5216971
0.378,0.378,1,1,1,0,28.64964167,3.130025696,0.086224563,159.4109024
0.379,0.379,1,1,1,0,28.65041727,3.147350065,0.087558031,160.2932253
0.38,0.38,1,1,1,0,28.6504712,3.165646736,0.087586138,161.2250671
0.381,0.381,1,1,1,0,28.65043795,3.184814937,0.087093301,162.2012956
0.382,0.382,1,1,1,0,28.65048498,3.203424718,0.086867735,163.149084
0.383,0.383,1,1,1,0,28.65064042,3.221649583,0.087082088,164.0772688
0.384,0.384,1,1,1,0,28.65114892,3.240138292,0.087460764,165.018891
0.385,0.385,1,1,1,0,28.65194837,3.258125205,0.088657476,165.9349569
0.386,0.386,1,1,1,0,28.6524903,3.275669087,0.090356432,166.8284595
0.387,0.387,1,1,1,0,28.65258325,3.293066099,0.091288295,167.7144821
0.388,0.388,1,1,1,0,28.65257086,3.311173525,0.091430806,168.6366857
0.389,0.389,1,1,1,0,28.65273133,3.329933155,0.091358647,169.5921059
0.39,0.39,1,1,1,0,28.65307461,3.347941674,0.091416277,170.5092722
0.391,0.391,1,1,1,0,28.65366517,3.365130071,0.091498047,171.3846701
0.392,0.392,1,1,1,0,28.65438452,3.382809646,0.091381688,172.2850835
0.393,0.393,1,1,1,0,28.65467574,3.40086557,0.091910642,173.2046641
0.394,0.394,1,1,1,0,28.65469903,3.418637533,0.093562715,174.1097828
0.395,0.395,1,1,1,0,28.65468534,3.435855638,0.095163342,174.9866937
0.396,0.396,1,1,1,0,28.65516897,3.453093208,0.095821973,175.864596
0.397,0.397,1,1,1,0,28.6558439,3.470915649,0.09572532,176.7722854
0.398,0.398,1,1,1,0,28.65620088,3.489099909,0.095520243,177.6984022
0.399,0.399,1,1,1,0,28.65602197,3.507377859,0.095466096,178.6292906
0.4,0.4,1,1,1,0,28.6560216,3.525415156,0.095448177,179.5479226
0.401,0.401,1,1,1,0,28.6564609,3.543161228,0.09616226,180.4517226
0.402,0.402,1,1,1,0,28.65722785,3.560534026,0.098039955,181.336512
0.403,0.403,1,1,1,0,28.65757728,3.578234185,0.099553373,182.2379737
0.404,0.404,1,1,1,0,28.65782622,3.596412111,0.099907238,183.1637679
0.405,0.405,1,1,1,0,28.65816886,3.614309151,0.099667646,184.0752566
0.406,0.406,1,1,1,0,28.65828788,3.632148914,0.099515449,184.9838283
0.407,0.407,1,1,1,0,28.65846166,3.6500277,0.099420547,185.8943874
0.408,0.408,1,1,1,0,28.65892155,3.667990491,0.099370703,186.8092249
0.409,0.409,1,1,1,0,28.65941525,3.685415164,0.099940393,187.6966562
0.41,0.41,1,1,1,0,28.6598091,3.702740651,0.101825297,188.579036
0.411,0.411,1,1,1,0,28.66009958,3.720417805,0.103705004,189.4793261
0.412,0.412,1,1,1,0,28.66050666,3.738707863,0.104345046,190.4108311
0.413,0.413,1,1,1,0,28.66077516,3.757249005,0.103987157,191.3551238
0.414,0.414,1,1,1,0,28.66080301,3.77574712,0.103737041,192.2972251
0.415,0.415,1,1,1,0,28.66129605,3.793253656,0.103942715,193.1888256
0.416,0.416,1,1,1,0,28.66204698,3.810677957,0.104269683,194.076238
0.417,0.417,1,1,1,0,28.66240814,3.828777187,0.104489811,194.9980242
0.418,0.418,1,1,1,0,28.66215166,3.847282287,0.105562937,195.9404812
0.419,0.419,1,1,1,0,28.66213266,3.865400888,0.107037444,196.863254
0.42,0.42,1,1,1,0,28.66280526,3.8831532,0.107986219,197.7673719
0.421,0.421,1,1,1,0,28.66352191,3.900731541,0.108282063,198.6626295
0.422,0.422,1,1,1,0,28.66373202,3.918219078,0.108314902,199.5532624
0.423,0.423,1,1,1,0,28.66387013,3.93584799,0.108092185,200.4510955
0.424,0.424,1,1,1,0,28.66390971,3.953188658,0.107861143,201.3342485
0.425,0.425,1,1,1,0,28.66398785,3.970505111,0.108066462,202.2161682
0.426,0.426,1,1,1,0,28.6643994,3.988454491,0.109567754,203.1303227
0.427,0.427,1,1,1,0,28.66516113,4.006601963,0.11160722,204.0545659
0.428,0.428,1,1,1,0,28.6656918,4.024577327,0.112780686,204.9700436
0.429,0.429,1,1,1,0,28.6657935,4.041944072,0.112856086,205.8545247
0.43,0.43,1,1,1,0,28.66603173,4.05954672,0.112482514,206.7510202
0.431,0.431,1,1,1,0,28.66651854,4.078311659,0.112073999,207.7067108
0.432,0.432,1,1,1,0,28.66705377,4.097238928,0.111836009,208.6706687
0.433,0.433,1,1,1,0,28.66755053,4.114898574,0.112017766,209.570067
0.434,0.434,1,1,1,0,28.66803594,4.131946061,0.113562103,210.4382884
0.435,0.435,1,1,1,0,28.66840167,4.148973897,0.115887225,211.305509
0.436,0.436,1,1,1,0,28.66847049,4.166153353,0.117251109,212.1804515
0.437,0.437,1,1,1,0,28.66830751,4.184283689,0.11714736,213.103822
0.438,0.438,1,1,1,0,28.66871245,4.203217849,0.116472095,214.0681309
0.439,0.439,1,1,1,0,28.66963232,4.222027678,0.116217565,215.0261076
0.44,0.44,1,1,1,0,28.67009891,4.240120295,0.116563346,215.9475571
0.441,0.441,1,1,1,0,28.67005691,4.257498961,0.1171856,216.8326452
0.442,0.442,1,1,1,0,28.67002692,4.275059886,0.118646193,217.7270158
0.443,0.443,1,1,1,0,28.67003595,4.292760696,0.120459739,218.6285107
0.444,0.444,1,1,1,0,28.67033724,4.310696758,0.121270753,219.5419869
0.445,0.445,1,1,1,0,28.67071163,4.329213966,0.121246483,220.4850605
0.446,0.446,1,1,1,0,28.67109878,4.347563628,0.121201985,221.4196012
0.447,0.447,1,1,1,0,28.67129706,4.365528747,0.121485014,222.3345572
0.448,0.448,1,1,1,0,28.67138479,4.382870998,0.121905245,223.2177908
0.449,0.449,1,1,1,0,28.67184337,4.399712477,0.122045893,224.0755203
0.45,0.45,1,1,1,0,28.67251104,4.417316336,0.122656506,224.9720775
0.451,0.451,1,1,1,0,28.67304105,4.435590003,0.124083757,225.9027477
0.452,0.452,1,1,1,0,28.67343221,4.453523643,0.125368964,226.8161005
0.453,0.453,1,1,1,0,28.67378155,4.470728338,0.126069169,227.6923284
0.454,0.454,1,1,1,0,28.67422374,4.487346485,0.126492381,228.5386837
0.455,0.455,1,1,1,0,28.67441298,4.50443523,0.126674343,229.4090064
0.456,0.456,1,1,1,0,28.67457084,4.52197874,0.126400162,230.30249
0.457,0.457,1,1,1,0,28.67514556,4.539515544,0.125867836,231.1956321
0.458,0.458,1,1,1,0,28.67574729,4.557297658,0.126427561,232.1012678
0.459,0.459,1,1,1,0,28.67584284,4.575004056,0.128594544,233.0030472
0.46,0.46,1,1,1,0,28.67564457,4.591949563,0.130606145,233.8660749
0.461,0.461,1,1,1,0,28.67589304,4.608587921,0.131486244,234.7134594
0.462,0.462,1,1,1,0,28.67645659,4.626049753,0.131426435,235.6027833
0.463,0.463,1,1,1,0,28.67683247,4.644257762,0.130917747,236.5301096
0.464,0.464,1,1,1,0,28.67714567,4.662408121,0.13040537,237.4544998
0.465,0.465,1,1,1,0,28.67768696,4.680065531,0.130381081,238.3537843
0.466,0.466,1,1,1,0,28.67794428,4.697779566,0.131507758,239.2559527
0.467,0.467,1,1,1,0,28.67798116,4.715201259,0.134011768,240.1432323
0.468,0.468,1,1,1,0,28.67811266,4.733125214,0.136103295,241.0560918
0.469,0.469,1,1,1,0,28.67832193,4.751285817,0.136599727,241.9810038
0.47,0.47,1,1,1,0,28.67893903,4.768944252,0.135984328,242.8803405
0.471,0.471,1,1,1,0,28.67963929,4.785550572,0.135363694,243.7260934
0.472,0.472,1,1,1,0,28.67986709,4.802046437,0.135552958,244.5662209
0.473,0.473,1,1,1,0,28.68009424,4.819617979,0.136278551,245.4611323
0.474,0.474,1,1,1,0,28.68030136,4.837527871,0.137338024,246.3732756
0.475,0.475,1,1,1,0,28.6808352,4.854930285,0.139092635,247.2595733
0.476,0.476,1,1,1,0,28.68165625,4.871295113,0.140568819,248.0930271
0.477,0.477,1,1,1,0,28.68215004,4.888318013,0.14095081,248.9599963
0.478,0.478,1,1,1,0,28.68209751,4.905710276,0.140797459,249.845777
0.479,0.479,1,1,1,0,28.68224941,4.922472686,0.141076967,250.6994795
0.48,0.48,1,1,1,0,28.6826808,4.939015023,0.141650122,251.5419739
0.481,0.481,1,1,1,0,28.68319312,4.955637548,0.14204042,252.3885521
0.482,0.482,1,1,1,0,28.68345482,4.97160377,0.142234545,253.2017051
0.483,0.483,1,1,1,0,28.68365254,4.987770412,0.143310297,254.0250655
0.484,0.484,1,1,1,0,28.68407331,5.005014967,0.144855026,254.9033235
0.485,0.485,1,1,1,0,28.68461786,5.022580829,0.145947747,255.7979455
0.486,0.486,1,1,1,0,28.68500175,5.039487686,0.146611389,256.6590047
0.487,0.487,1,1,1,0,28.6853957,5.055643711,0.147020742,257.4818243
0.488,0.488,1,1,1,0,28.68571784,5.071934778,0.147178471,258.3115215
0.489,0.489,1,1,1,0,28.68587272,5.088049453,0.147008896,259.1322352
0.49,0.49,1,1,1,0,28.68575938,5.103681982,0.146793667,259.9283933
0.491,0.491,1,1,1,0,28.6858296,5.119176768,0.148017239,260.7175363
0.492,0.492,1,1,1,0,28.68636567,5.135637801,0.150446277,261.5558899
0.493,0.493,1,1,1,0,28.68693527,5.152527988,0.152330119,262.4161001
0.494,0.494,1,1,1,0,28.68744368,5.168836005,0.152759701,263.2466606
0.495,0.495,1,1,1,0,28.68762109,5.184182432,0.152260382,264.0282477
0.496,0.496,1,1,1,0,28.6877444,5.199542735,0.151774157,264.8105415
0.497,0.497,1,1,1,0,28.6878923,5.21547636,0.151691958,265.6220344
0.498,0.498,1,1,1,0,28.68821137,5.231947172,0.152115561,266.460886
0.499,0.499,1,1,1,0,28.68889831,5.248534773,0.153882597,267.3056855
0.5,0.5,1,1,1,0,28.68959913,5.264490191,0.156407505,268.1182883
0.501,0.501,1,1,1,0,28.68984453,5.279946141,0.157916155,268.9054534
0.502,0.502,1,1,1,0,28.69007913,5.295071378,0.157992765,269.6757754
0.503,0.503,1,1,1,0,28.69032752,5.310474057,0.157651789,270.4602274
0.504,0.504,1,1,1,0,28.69063076,5.326134898,0.157641359,271.2578275
0.505,0.505,1,1,1,0,28.69111001,5.34128435,0.158016272,272.0293828
0.506,0.506,1,1,1,0,28.69162671,5.35610877,0.158577338,272.7843843
0.507,0.507,1,1,1,0,28.69178643,5.371059291,0.159945562,273.5458081
0.508,0.508,1,1,1,0,28.69163454,5.385985225,0.162062906,274.3059797
0.509,0.509,1,1,1,0,28.69174806,5.401038565,0.163556784,275.07264
0.51,0.51,1,1,1,0,28.69224399,5.416517705,0.163920596,275.8609862
0.511,0.511,1,1,1,0,28.69248167,5.431775097,0.164014567,276.6380388
0.512,0.512,1,1,1,0,28.6924825,5.446646735,0.164413918,277.3954451
0.513,0.513,1,1,1,0,28.69286546,5.461348779,0.16486425,278.1442141
0.514,0.514,1,1,1,0,28.69354282,5.475871451,0.165032111,278.8838477
0.515,0.515,1,1,1,0,28.69396191,5.490353424,0.165623762,279.6214085
0.516,0.516,1,1,1,0,28.69406193,5.505168624,0.167509709,280.3759405
0.517,0.517,1,1,1,0,28.69441472,5.520042032,0.169577245,281.1334369
0.518,0.518,1,1,1,0,28.69485086,5.534483306,0.170665476,281.868925
0.519,0.519,1,1,1,0,28.69529268,5.548645929,0.171026848,282.5902215
0.52,0.52,1,1,1,0,28.69563801,5.56290783,0.171065778,283.3165741
0.521,0.521,1,1,1,0,28.69611382,5.577504542,0.171007738,284.0599786
0.522,0.522,1,1,1,0,28.69647108,5.591863208,0.171025991,284.7912594
0.523,0.523,1,1,1,0,28.69687388,5.605805665,0.171793103,285.501343
0.524,0.524,1,1,1,0,28.69721139,5.619710498,0.173967648,286.2095103
0.525,0.525,1,1,1,0,28.69758308,5.63390702,0.17632775,286.9325333
0.526,0.526,1,1,1,0,28.69791584,5.648037419,0.177522451,287.6521886
0.527,0.527,1,1,1,0,28.69825074,5.661685299,0.177603029,288.3472694
0.528,0.528,1,1,1,0,28.69853331,5.674863979,0.177456681,289.0184541
0.529,0.529,1,1,1,0,28.69886812,5.687579978,0.177774243,289.6660746
0.53,0.53,1,1,1,0,28.69902337,5.699964892,0.178375077,290.2968331
0.531,0.531,1,1,1,0,28.69932586,5.713002197,0.179371871,290.9608176
0.532,0.532,1,1,1,0,28.70004056,5.726648774,0.181449782,291.6558321
0.533,0.533,1,1,1,0,28.70042548,5.73997274,0.183558464,292.3344161
0.534,0.534,1,1,1,0,28.70021481,5.753376987,0.184655804,293.0170888
0.535,0.535,1,1,1,0,28.70006291,5.767371319,0.184883196,293.7298143
0.536,0.536,1,1,1,0,28.70049328,5.781005509,0.184967555,294.4241979
0.537,0.537,1,1,1,0,28.70110832,5.793843046,0.185289141,295.0780083
0.538,0.538,1,1,1,0,28.70155862,5.805953685,0.185779948,295.6947981
0.539,0.539,1,1,1,0,28.70192192,5.817722529,0.186665934,296.2941804
0.54,0.54,1,1,1,0,28.70233953,5.829583481,0.188646261,296.8982538
0.541,0.541,1,1,1,0,28.70235797,5.84184099,0.190609153,297.5225236
0.542,0.542,1,1,1,0,28.70239178,5.854480062,0.191791728,298.1662262
0.543,0.543,1,1,1,0,28.70281031,5.866997596,0.192339197,298.803739
0.544,0.544,1,1,1,0,28.70337861,5.879230704,0.192789547,299.4267661
0.545,0.545,1,1,1,0,28.70347602,5.89131685,0.193196088,300.0423085
0.546,0.546,1,1,1,0,28.70326908,5.903490074,0.193490386,300.6622857
0.547,0.547,1,1,1,0,28.70347183,5.915069487,0.193948671,301.2520204
0.548,0.548,1,1,1,0,28.70419137,5.926110037,0.19573791,301.814311
0.549,0.549,1,1,1,0,28.70496036,5.936940107,0.19820122,302.3658819
0.55,0.55,1,1,1,0,28.70562123,5.947805196,0.199879538,302.9192364
0.551,0.551,1,1,1,0,28.70578971,5.959025398,0.200473852,303.4906766
0.552,0.552,1,1,1,0,28.70587381,5.970423855,0.200630166,304.0711952
0.553,0.553,1,1,1,0,28.70601816,5.981560331,0.2009831,304.6383713
0.554,0.554,1,1,1,0,28.70613458,5.992539506,0.201373193,305.1975361
0.555,0.555,1,1,1,0,28.70660992,6.003948953,0.201827493,305.7786145
0.556,0.556,1,1,1,0,28.70735228,6.01504473,0.203604028,306.3437178
0.557,0.557,1,1,1,0,28.70763373,6.025372073,0.2062805,306.869685
0.558,0.558,1,1,1,0,28.70747373,6.036244798,0.208168533,307.4234284
0.559,0.559,1,1,1,0,28.70759889,6.047707051,0.208637007,308.0071961
0.56,0.56,1,1,1,0,28.70828789,6.058614887,0.208460279,308.5627277
0.561,0.561,1,1,1,0,28.70886764,6.068384089,0.208611917,309.060269
0.562,0.562,1,1,1,0,28.70882181,6.077428162,0.209075324,309.5208799
0.563,0.563,1,1,1,0,28.70904002,6.086856686,0.20962134,310.0010707
0.564,0.564,1,1,1,0,28.70940818,6.097093876,0.211079288,310.5224466
0.565,0.565,1,1,1,0,28.70973628,6.107208412,0.213565696,311.0375756
0.566,0.566,1,1,1,0,28.70985121,6.116995495,0.215451047,311.5360277
0.567,0.567,1,1,1,0,28.710037,6.127286237,0.216054171,312.0601309
0.568,0.568,1,1,1,0,28.71029284,6.137607526,0.216348246,312.5857898
0.569,0.569,1,1,1,0,28.71054756,6.147155538,0.216888655,313.0720661
0.57,0.57,1,1,1,0,28.71085014,6.156151742,0.217369422,313.530239
0.571,0.571,1,1,1,0,28.7112277,6.165733747,0.217710789,314.0182465
0.572,0.572,1,1,1,0,28.71139236,6.175350212,0.21890698,314.508009
0.573,0.573,1,1,1,0,28.71171283,6.184232794,0.221383162,314.9603952
0.574,0.574,1,1,1,0,28.71224452,6.193058565,0.223590899,315.4098881
0.575,0.575,1,1,1,0,28.71278487,6.202794518,0.224574655,315.9057361
0.576,0.576,1,1,1,0,28.71306483,6.213195249,0.224789623,316.435441
0.577,0.577,1,1,1,0,28.71314324,6.223070063,0.224905182,316.9383611
0.578,0.578,1,1,1,0,28.71354232,6.231758185,0.225214139,317.3808436
0.579,0.579,1,1,1,0,28.71424044,6.240273453,0.225853398,317.8145226
0.58,0.58,1,1,1,0,28.71472072,6.249221135,0.227051638,318.2702243
0.581,0.581,1,1,1,0,28.71457944,6.257290952,0.229184795,318.6812168
0.582,0.582,1,1,1,0,28.71449916,6.264866423,0.231230054,319.0670323
0.583,0.583,1,1,1,0,28.71472426,6.273487862,0.23233803,319.5061186
0.584,0.584,1,1,1,0,28.71517865,6.282869913,0.232643951,319.9839425
0.585,0.585,1,1,1,0,28.71541241,6.291956455,0.232790876,320.4467163
0.586,0.586,1,1,1,0,28.71544678,6.300483271,0.233143531,320.8809836
0.587,0.587,1,1,1,0,28.71552166,6.308975257,0.23363322,321.3134768
0.588,0.588,1,1,1,0,28.71579593,6.31719185,0.234534126,321.7319445
0.589,0.589,1,1,1,0,28.71627137,6.325012445,0.236672703,322.1302442
0.59,0.59,1,1,1,0,28.71677447,6.333327387,0.238919891,322.5537206
0.591,0.591,1,1,1,0,28.71697284,6.341868639,0.240199473,322.9887231
0.592,0.592,1,1,1,0,28.71702984,6.350367796,0.240768082,323.4215816
0.593,0.593,1,1,1,0,28.71721862,6.358768605,0.241142455,323.8494313
0.594,0.594,1,1,1,0,28.71778151,6.367157493,0.241522286,324.2766738
0.595,0.595,1,1,1,0,28.71837579,6.375052035,0.241799504,324.6787396
0.596,0.596,1,1,1,0,28.71839544,6.382764224,0.242439974,325.0715181
0.597,0.597,1,1,1,0,28.7185288,6.390628871,0.244514178,325.4720613
0.598,0.598,1,1,1,0,28.71905174,6.398640946,0.246929955,325.8801129
0.599,0.599,1,1,1,0,28.71955978,6.406935025,0.248281639,326.3025269
0.6,0.6,1,1,1,0,28.71961286,6.414778437,0.248671174,326.7019887
0.601,0.601,1,1,1,0,28.71955968,6.422277261,0.248753484,327.0839006
0.602,0.602,1,1,1,0,28.71968113,6.429817807,0.248893779,327.4679375
0.603,0.603,1,1,1,0,28.72019075,6.437224336,0.249288939,327.8451489
0.604,0.604,1,1,1,0,28.72079341,6.444331631,0.250152871,328.2071205
0.605,0.605,1,1,1,0,28.72131672,6.451307423,0.252211764,328.5623947
0.606,0.606,1,1,1,0,28.72147216,6.458844431,0.254547074,328.9462513
0.607,0.607,1,1,1,0,28.72145148,6.466688588,0.25571838,329.345751
0.608,0.608,1,1,1,0,28.72151751,6.474224105,0.255905967,329.7295317
0.609,0.609,1,1,1,0,28.72179504,6.48180414,0.256042238,330.1155797
0.61,0.61,1,1,1,0,28.7222553,6.488804612,0.256457888,330.4721109
0.611,0.611,1,1,1,0,28.72251663,6.496020034,0.25713576,330.8395893
0.612,0.612,1,1,1,0,28.72231742,6.502991077,0.257982798,331.1946216
0.613,0.613,1,1,1,0,28.72242155,6.509757601,0.259831995,331.5392378
0.614,0.614,1,1,1,0,28.72313792,6.516791508,0.26204668,331.8974718
0.615,0.615,1,1,1,0,28.72364288,6.52371766,0.263382196,332.2502178
0.616,0.616,1,1,1,0,28.72363282,6.530525349,0.263848845,332.5969306
0.617,0.617,1,1,1,0,28.72342011,6.538243126,0.264124405,332.9899937
0.618,0.618,1,1,1,0,28.72374337,6.546205468,0.264494158,333.3955125
0.619,0.619,1,1,1,0,28.72415371,6.553339493,0.26473524,333.7588454
0.62,0.62,1,1,1,0,28.72468764,6.559541542,0.264908709,334.0747132
0.621,0.621,1,1,1,0,28.72536629,6.565859634,0.266150907,334.396491
0.622,0.622,1,1,1,0,28.72574227,6.572491676,0.26843274,334.7342581
0.623,0.623,1,1,1,0,28.72573473,6.579200458,0.270303264,335.0759335
0.624,0.624,1,1,1,0,28.72564644,6.586178485,0.27126804,335.4313216
0.625,0.625,1,1,1,0,28.72576481,6.593356095,0.271724667,335.7968742
0.626,0.626,1,1,1,0,28.72614181,6.600527558,0.271998439,336.1621139
0.627,0.627,1,1,1,0,28.72663802,6.60752058,0.272372048,336.5182656
0.628,0.628,1,1,1,0,28.72701604,6.614126544,0.272676796,336.8547046
0.629,0.629,1,1,1,0,28.72742042,6.620584521,0.27367333,337.1836066
0.63,0.63,1,1,1,0,28.72734582,6.627116259,0.275848787,337.5162653
0.631,0.631,1,1,1,0,28.72704072,6.634002551,0.27777737,337.8669813
0.632,0.632,1,1,1,0,28.72715089,6.640845072,0.278581996,338.215468
0.633,0.633,1,1,1,0,28.72761646,6.647497881,0.278717782,338.5542928
0.634,0.634,1,1,1,0,28.72800771,6.65374659,0.278876796,338.8725369
0.635,0.635,1,1,1,0,28.72794699,6.659512967,0.27915433,339.1662161
0.636,0.636,1,1,1,0,28.72807691,6.66491054,0.279656705,339.4411123
0.637,0.637,1,1,1,0,28.72880567,6.67062588,0.280824862,339.7321922
0.638,0.638,1,1,1,0,28.72927804,6.676941738,0.283071101,340.0538561
0.639,0.639,1,1,1,0,28.72932311,6.683681812,0.285044406,340.3971253
0.64,0.64,1,1,1,0,28.72933438,6.690956187,0.285832044,340.7676062
0.641,0.641,1,1,1,0,28.72981289,6.698337849,0.285973623,341.1435512
0.642,0.642,1,1,1,0,28.73037122,6.704616453,0.286065098,341.4633179
0.643,0.643,1,1,1,0,28.73050263,6.71018092,0.286349468,341.7467138
0.644,0.644,1,1,1,0,28.73070138,6.715854909,0.286766291,342.0356877
0.645,0.645,1,1,1,0,28.73077635,6.722139381,0.287696254,342.3557532
0.646,0.646,1,1,1,0,28.73058636,6.728273444,0.289730988,342.6681585
0.647,0.647,1,1,1,0,28.73054864,6.733691692,0.291632712,342.9441076
0.648,0.648,1,1,1,0,28.73101495,6.739569083,0.292572919,343.2434407
0.649,0.649,1,1,1,0,28.73192877,6.745938119,0.293010157,343.567813
0.65,0.65,1,1,1,0,28.73253943,6.752519961,0.293384064,343.9030235
